station_id,station_name,year,month,month_total
40180,Oak Park-Forest Park,2024,2,13290
40980,Harlem-Forest Park,2024,2,9070
40390,Forest Park,2024,2,30109
41030,Polk,2024,2,51807
40830,18th,2024,2,31709
40210,Damen-Cermak,2024,2,27062
40740,Western-Cermak,2024,2,22828
40440,California-Cermak,2024,2,26654
41040,Kedzie-Cermak,2024,2,19824
40780,Central Park,2024,2,18483
40150,Pulaski-Cermak,2024,2,19466
40600,Kostner,2024,2,7682
40420,Cicero-Cermak,2024,2,21915
40580,54th/Cermak,2024,2,40091
40020,Harlem-Lake,2024,2,48242
41350,Oak Park-Lake,2024,2,17763
40610,Ridgeland,2024,2,15989
41260,Austin-Lake,2024,2,23556
40280,Central-Lake,2024,2,31669
40700,Laramie,2024,2,17048
40480,Cicero-Lake,2024,2,18181
40030,Pulaski-Lake,2024,2,22280
41670,Conservatory,2024,2,14153
41070,Kedzie-Lake,2024,2,18094
41360,California-Lake,2024,2,17348
40170,Ashland-Lake,2024,2,52501
41510,Morgan-Lake,2024,2,74858
41160,Clinton-Lake,2024,2,60383
41690,Cermak-McCormick Place,2024,2,29968
41120,35-Bronzeville-IIT,2024,2,26426
40300,Indiana,2024,2,9847
41270,43rd,2024,2,13232
41080,47th-South Elevated,2024,2,13496
40130,51st,2024,2,13241
40510,Garfield-South Elevated,2024,2,16176
41140,King Drive,2024,2,7219
40720,East 63rd-Cottage Grove,2024,2,14818
40940,Halsted/63rd,2024,2,8208
40290,Ashland/63rd,2024,2,14728
41290,Kimball,2024,2,65748
41180,Kedzie-Brown,2024,2,31521
40870,Francisco,2024,2,21834
41010,Rockwell,2024,2,22648
41480,Western-Brown,2024,2,54825
40090,Damen-Brown,2024,2,38353
41500,Montrose-Brown,2024,2,34421
41460,Irving Park-Brown,2024,2,39269
41440,Addison-Brown,2024,2,29164
41310,Paulina,2024,2,40899
40360,Southport,2024,2,52180
41210,Wellington,2024,2,42689
40530,Diversey,2024,2,74744
40660,Armitage,2024,2,66233
40800,Sedgwick,2024,2,57731
40710,Chicago/Franklin,2024,2,90466
40460,Merchandise Mart,2024,2,86920
40930,Midway Airport,2024,2,111288
40960,Pulaski-Orange,2024,2,75141
41150,Kedzie-Midway,2024,2,54698
40310,Western-Orange,2024,2,57546
40120,35th/Archer,2024,2,41344
41060,Ashland-Orange,2024,2,27724
41130,Halsted-Orange,2024,2,45395
40730,Washington/Wells,2024,2,99119
40040,Quincy/Wells,2024,2,97622
40160,LaSalle/Van Buren,2024,2,36818
40850,Library,2024,2,63315
40680,Adams/Wabash,2024,2,104868
41700,Washington/Wabash,2024,2,155607
40260,State/Lake,2024,2,175639
40380,Clark/Lake,2024,2,186316
40900,Howard,2024,3,80990
41190,Jarvis,2024,3,25563
40100,Morse,2024,3,65849
41300,Loyola,2024,3,86346
40760,Granville,2024,3,62299
40880,Thorndale,2024,3,47176
41380,Bryn Mawr,2024,3,42044
40340,Berwyn,2024,3,0
41200,Argyle,2024,3,68853
40770,Lawrence,2024,3,0
40540,Wilson,2024,3,141227
40080,Sheridan,2024,3,66600
41420,Addison-North Main,2024,3,119697
41320,Belmont-North Main,2024,3,186821
41220,Fullerton,2024,3,200521
40650,North/Clybourn,2024,3,81796
40630,Clark/Division,2024,3,127209
41450,Chicago/State,2024,3,194295
40330,Grand/State,2024,3,177387
41660,Lake/State,2024,3,268796
41090,Monroe/State,2024,3,100809
40560,Jackson/State,2024,3,102974
41490,Harrison,2024,3,63451
41400,Roosevelt,2024,3,191867
41000,Cermak-Chinatown,2024,3,88046
40190,Sox-35th-Dan Ryan,2024,3,58604
41230,47th-Dan Ryan,2024,3,38636
41170,Garfield-Dan Ryan,2024,3,44978
40910,63rd-Dan Ryan,2024,3,36357
40990,69th,2024,3,64877
40240,79th,2024,3,81911
41430,87th,2024,3,48267
40450,95th/Dan Ryan,2024,3,117277
41050,Linden,2024,3,11125
41250,Central-Evanston,2024,3,10238
40400,Noyes,2024,3,12358
40520,Foster,2024,3,10424
40050,Davis,2024,3,43748
40690,Dempster,2024,3,11517
40270,Main,2024,3,14425
40840,South Boulevard,2024,3,9350
40140,Dempster-Skokie,2024,3,17656
41680,Oakton-Skokie,2024,3,9961
40890,O'Hare Airport,2024,3,224210
40820,Rosemont,2024,3,91329
40230,Cumberland,2024,3,49078
40750,Harlem-O'Hare,2024,3,37400
41280,Jefferson Park,2024,3,108524
41330,Montrose-O'Hare,2024,3,36863
40550,Irving Park-O'Hare,2024,3,64179
41240,Addison-O'Hare,2024,3,40800
40060,Belmont-O'Hare,2024,3,82506
41020,Logan Square,2024,3,105116
40570,California/Milwaukee,2024,3,79580
40670,Western/Milwaukee,2024,3,79657
40590,Damen/Milwaukee,2024,3,96600
40320,Division/Milwaukee,2024,3,96421
41410,Chicago/Milwaukee,2024,3,60838
40490,Grand/Milwaukee,2024,3,50584
40370,Washington/Dearborn,2024,3,183482
40790,Monroe/Dearborn,2024,3,91227
40070,Jackson/Dearborn,2024,3,86956
41340,LaSalle,2024,3,44831
40430,Clinton-Forest Park,2024,3,42507
40350,UIC-Halsted,2024,3,83310
40470,Racine,2024,3,18639
40810,Medical Center,2024,3,35482
40220,Western-Forest Park,2024,3,17079
40250,Kedzie-Homan-Forest Park,2024,3,23137
40920,Pulaski-Forest Park,2024,3,18623
40970,Cicero-Forest Park,2024,3,16498
40010,Austin-Forest Park,2024,3,15562
40180,Oak Park-Forest Park,2024,3,13659
40980,Harlem-Forest Park,2024,3,9962
40390,Forest Park,2024,3,31372
41030,Polk,2024,3,51811
40830,18th,2024,3,35573
40210,Damen-Cermak,2024,3,28639
40740,Western-Cermak,2024,3,23543
40440,California-Cermak,2024,3,27291
41040,Kedzie-Cermak,2024,3,20812
40780,Central Park,2024,3,19185
40150,Pulaski-Cermak,2024,3,20746
40600,Kostner,2024,3,7923
40420,Cicero-Cermak,2024,3,23282
40580,54th/Cermak,2024,3,42571
40020,Harlem-Lake,2024,3,51847
41350,Oak Park-Lake,2024,3,19189
40610,Ridgeland,2024,3,16308
41260,Austin-Lake,2024,3,24588
40280,Central-Lake,2024,3,33394
40700,Laramie,2024,3,16997
40480,Cicero-Lake,2024,3,19199
40030,Pulaski-Lake,2024,3,23016
41670,Conservatory,2024,3,16796
41070,Kedzie-Lake,2024,3,17619
41360,California-Lake,2024,3,18485
40170,Ashland-Lake,2024,3,55950
41510,Morgan-Lake,2024,3,86123
41160,Clinton-Lake,2024,3,63540
41690,Cermak-McCormick Place,2024,3,28581
41120,35-Bronzeville-IIT,2024,3,24952
40300,Indiana,2024,3,10023
41270,43rd,2024,3,13425
41080,47th-South Elevated,2024,3,14063
40130,51st,2024,3,13798
40510,Garfield-South Elevated,2024,3,16914
41140,King Drive,2024,3,6947
40720,East 63rd-Cottage Grove,2024,3,15430
40940,Halsted/63rd,2024,3,8108
40290,Ashland/63rd,2024,3,15602
41290,Kimball,2024,3,69952
41180,Kedzie-Brown,2024,3,33317
40870,Francisco,2024,3,22777
41010,Rockwell,2024,3,23467
41480,Western-Brown,2024,3,57590
40090,Damen-Brown,2024,3,40814
41500,Montrose-Brown,2024,3,36559
41460,Irving Park-Brown,2024,3,40962
41440,Addison-Brown,2024,3,30579
41310,Paulina,2024,3,43020
40360,Southport,2024,3,56070
41210,Wellington,2024,3,45786
40530,Diversey,2024,3,78689
40660,Armitage,2024,3,69609
40800,Sedgwick,2024,3,63962
40710,Chicago/Franklin,2024,3,101276
40460,Merchandise Mart,2024,3,103164
40930,Midway Airport,2024,3,125669
40960,Pulaski-Orange,2024,3,75441
41150,Kedzie-Midway,2024,3,54931
40310,Western-Orange,2024,3,59988
40120,35th/Archer,2024,3,43603
41060,Ashland-Orange,2024,3,28793
41130,Halsted-Orange,2024,3,44544
40730,Washington/Wells,2024,3,100943
40040,Quincy/Wells,2024,3,104201
40160,LaSalle/Van Buren,2024,3,38945
40850,Library,2024,3,65836
40680,Adams/Wabash,2024,3,109216
41700,Washington/Wabash,2024,3,174633
40260,State/Lake,2024,3,210960
40380,Clark/Lake,2024,3,220504
40900,Howard,2024,4,84082
41190,Jarvis,2024,4,25973
40100,Morse,2024,4,65150
41300,Loyola,2024,4,87520
40760,Granville,2024,4,63754
40880,Thorndale,2024,4,49453
41380,Bryn Mawr,2024,4,43490
40340,Berwyn,2024,4,0
41200,Argyle,2024,4,70221
40770,Lawrence,2024,4,0
40540,Wilson,2024,4,145619
40080,Sheridan,2024,4,68484
41420,Addison-North Main,2024,4,175995
41320,Belmont-North Main,2024,4,183736
41220,Fullerton,2024,4,235196
40650,North/Clybourn,2024,4,85186
40630,Clark/Division,2024,4,129295
41450,Chicago/State,2024,4,202389
40330,Grand/State,2024,4,167514
41660,Lake/State,2024,4,266538
41090,Monroe/State,2024,4,102257
40560,Jackson/State,2024,4,118798
41490,Harrison,2024,4,65160
41400,Roosevelt,2024,4,185265
41000,Cermak-Chinatown,2024,4,83983
40190,Sox-35th-Dan Ryan,2024,4,70901
41230,47th-Dan Ryan,2024,4,42260
41170,Garfield-Dan Ryan,2024,4,46633
40910,63rd-Dan Ryan,2024,4,38848
40990,69th,2024,4,67153
40240,79th,2024,4,86385
41430,87th,2024,4,47689
40450,95th/Dan Ryan,2024,4,122533
41050,Linden,2024,4,13156
41250,Central-Evanston,2024,4,10233
40400,Noyes,2024,4,13284
40520,Foster,2024,4,12212
40050,Davis,2024,4,45769
40690,Dempster,2024,4,11604
40270,Main,2024,4,15073
40840,South Boulevard,2024,4,9697
40140,Dempster-Skokie,2024,4,21829
41680,Oakton-Skokie,2024,4,11146
40890,O'Hare Airport,2024,4,238309
40820,Rosemont,2024,4,98361
40230,Cumberland,2024,4,52105
40750,Harlem-O'Hare,2024,4,38520
41280,Jefferson Park,2024,4,112553
41330,Montrose-O'Hare,2024,4,38449
40550,Irving Park-O'Hare,2024,4,66266
41240,Addison-O'Hare,2024,4,43914
40060,Belmont-O'Hare,2024,4,85001
41020,Logan Square,2024,4,107616
40570,California/Milwaukee,2024,4,81546
40670,Western/Milwaukee,2024,4,80682
40590,Damen/Milwaukee,2024,4,96680
40320,Division/Milwaukee,2024,4,98243
41410,Chicago/Milwaukee,2024,4,63750
40490,Grand/Milwaukee,2024,4,50468
40370,Washington/Dearborn,2024,4,184600
40790,Monroe/Dearborn,2024,4,96207
40070,Jackson/Dearborn,2024,4,90932
41340,LaSalle,2024,4,46781
40430,Clinton-Forest Park,2024,4,45616
40350,UIC-Halsted,2024,4,93459
40470,Racine,2024,4,19320
40810,Medical Center,2024,4,35544
40220,Western-Forest Park,2024,4,17295
40250,Kedzie-Homan-Forest Park,2024,4,24182
40920,Pulaski-Forest Park,2024,4,19485
40970,Cicero-Forest Park,2024,4,16262
40010,Austin-Forest Park,2024,4,16953
40180,Oak Park-Forest Park,2024,4,15112
40980,Harlem-Forest Park,2024,4,10276
40390,Forest Park,2024,4,32418
41030,Polk,2024,4,54766
40830,18th,2024,4,35527
40210,Damen-Cermak,2024,4,28587
40740,Western-Cermak,2024,4,24248
40440,California-Cermak,2024,4,28323
41040,Kedzie-Cermak,2024,4,21671
40780,Central Park,2024,4,20077
40150,Pulaski-Cermak,2024,4,20697
40600,Kostner,2024,4,7967
40420,Cicero-Cermak,2024,4,24035
40580,54th/Cermak,2024,4,43313
40020,Harlem-Lake,2024,4,52321
41350,Oak Park-Lake,2024,4,20063
40610,Ridgeland,2024,4,17208
41260,Austin-Lake,2024,4,25095
40280,Central-Lake,2024,4,33581
40700,Laramie,2024,4,16500
40480,Cicero-Lake,2024,4,19839
40030,Pulaski-Lake,2024,4,24297
41670,Conservatory,2024,4,16217
41070,Kedzie-Lake,2024,4,18387
41360,California-Lake,2024,4,19859
40170,Ashland-Lake,2024,4,56496
41510,Morgan-Lake,2024,4,82148
41160,Clinton-Lake,2024,4,64942
41690,Cermak-McCormick Place,2024,4,32087
41120,35-Bronzeville-IIT,2024,4,26164
40300,Indiana,2024,4,9852
41270,43rd,2024,4,13299
41080,47th-South Elevated,2024,4,14777
40130,51st,2024,4,13790
40510,Garfield-South Elevated,2024,4,17655
41140,King Drive,2024,4,6966
40720,East 63rd-Cottage Grove,2024,4,15594
40940,Halsted/63rd,2024,4,8421
40290,Ashland/63rd,2024,4,15663
41290,Kimball,2024,4,72761
41180,Kedzie-Brown,2024,4,34526
40870,Francisco,2024,4,23870
41010,Rockwell,2024,4,24551
41480,Western-Brown,2024,4,58960
40090,Damen-Brown,2024,4,40754
41500,Montrose-Brown,2024,4,37551
41460,Irving Park-Brown,2024,4,41860
41440,Addison-Brown,2024,4,30782
41310,Paulina,2024,4,43007
40360,Southport,2024,4,58206
41210,Wellington,2024,4,46376
40530,Diversey,2024,4,79066
40660,Armitage,2024,4,71225
40800,Sedgwick,2024,4,64549
40710,Chicago/Franklin,2024,4,101327
40460,Merchandise Mart,2024,4,98376
40930,Midway Airport,2024,4,131294
40960,Pulaski-Orange,2024,4,80550
41150,Kedzie-Midway,2024,4,58959
40310,Western-Orange,2024,4,62850
40120,35th/Archer,2024,4,45839
41060,Ashland-Orange,2024,4,29424
41130,Halsted-Orange,2024,4,45920
40730,Washington/Wells,2024,4,106516
40040,Quincy/Wells,2024,4,111664
40160,LaSalle/Van Buren,2024,4,40802
40850,Library,2024,4,69514
40680,Adams/Wabash,2024,4,117045
41700,Washington/Wabash,2024,4,172289
40260,State/Lake,2024,4,202653
40380,Clark/Lake,2024,4,211531
40900,Howard,2024,5,90466
41190,Jarvis,2024,5,28677
40100,Morse,2024,5,70551
41300,Loyola,2024,5,76954
40760,Granville,2024,5,58445
40880,Thorndale,2024,5,53532
41380,Bryn Mawr,2024,5,46384
40340,Berwyn,2024,5,0
41200,Argyle,2024,5,76475
40770,Lawrence,2024,5,0
40540,Wilson,2024,5,154881
40080,Sheridan,2024,5,74521
41420,Addison-North Main,2024,5,208860
41320,Belmont-North Main,2024,5,202170
41220,Fullerton,2024,5,246162
40650,North/Clybourn,2024,5,93994
40630,Clark/Division,2024,5,141475
41450,Chicago/State,2024,5,208403
40330,Grand/State,2024,5,191022
41660,Lake/State,2024,5,295948
41090,Monroe/State,2024,5,107546
40560,Jackson/State,2024,5,120369
41490,Harrison,2024,5,71600
41400,Roosevelt,2024,5,207468
41000,Cermak-Chinatown,2024,5,102150
40190,Sox-35th-Dan Ryan,2024,5,76989
41230,47th-Dan Ryan,2024,5,44427
41170,Garfield-Dan Ryan,2024,5,51367
40910,63rd-Dan Ryan,2024,5,42195
40990,69th,2024,5,72771
40240,79th,2024,5,92996
41430,87th,2024,5,51661
40450,95th/Dan Ryan,2024,5,128081
41050,Linden,2024,5,17196
41250,Central-Evanston,2024,5,10696
40400,Noyes,2024,5,14472
40520,Foster,2024,5,13765
40050,Davis,2024,5,48750
40690,Dempster,2024,5,12165
40270,Main,2024,5,16132
40840,South Boulevard,2024,5,10472
40140,Dempster-Skokie,2024,5,25346
41680,Oakton-Skokie,2024,5,11421
40890,O'Hare Airport,2024,5,291576
40820,Rosemont,2024,5,111995
40230,Cumberland,2024,5,59553
40750,Harlem-O'Hare,2024,5,41047
41280,Jefferson Park,2024,5,120374
41330,Montrose-O'Hare,2024,5,41468
40550,Irving Park-O'Hare,2024,5,72592
41240,Addison-O'Hare,2024,5,49949
40060,Belmont-O'Hare,2024,5,91698
41020,Logan Square,2024,5,115200
40570,California/Milwaukee,2024,5,88838
40670,Western/Milwaukee,2024,5,88490
40590,Damen/Milwaukee,2024,5,107427
40320,Division/Milwaukee,2024,5,108165
41410,Chicago/Milwaukee,2024,5,72540
40490,Grand/Milwaukee,2024,5,59035
40370,Washington/Dearborn,2024,5,210988
40790,Monroe/Dearborn,2024,5,98392
40070,Jackson/Dearborn,2024,5,94490
41340,LaSalle,2024,5,46469
40430,Clinton-Forest Park,2024,5,49235
40350,UIC-Halsted,2024,5,53225
40470,Racine,2024,5,21636
40810,Medical Center,2024,5,33868
40220,Western-Forest Park,2024,5,18395
40250,Kedzie-Homan-Forest Park,2024,5,25719
40920,Pulaski-Forest Park,2024,5,20555
40970,Cicero-Forest Park,2024,5,16943
40010,Austin-Forest Park,2024,5,17239
40180,Oak Park-Forest Park,2024,5,15201
40980,Harlem-Forest Park,2024,5,10866
40390,Forest Park,2024,5,33075
41030,Polk,2024,5,52261
40830,18th,2024,5,39951
40210,Damen-Cermak,2024,5,32005
40740,Western-Cermak,2024,5,26294
40440,California-Cermak,2024,5,30504
41040,Kedzie-Cermak,2024,5,23504
40780,Central Park,2024,5,22406
40150,Pulaski-Cermak,2024,5,22051
40600,Kostner,2024,5,8363
40420,Cicero-Cermak,2024,5,26080
40580,54th/Cermak,2024,5,45482
40020,Harlem-Lake,2024,5,55823
41350,Oak Park-Lake,2024,5,21993
40610,Ridgeland,2024,5,18756
41260,Austin-Lake,2024,5,26397
40280,Central-Lake,2024,5,34553
40700,Laramie,2024,5,17250
40480,Cicero-Lake,2024,5,21842
40030,Pulaski-Lake,2024,5,25981
41670,Conservatory,2024,5,17928
41070,Kedzie-Lake,2024,5,19456
41360,California-Lake,2024,5,19507
40170,Ashland-Lake,2024,5,56672
41510,Morgan-Lake,2024,5,91419
41160,Clinton-Lake,2024,5,67773
41690,Cermak-McCormick Place,2024,5,38937
41120,35-Bronzeville-IIT,2024,5,23284
40300,Indiana,2024,5,10937
41270,43rd,2024,5,14764
41080,47th-South Elevated,2024,5,16645
40130,51st,2024,5,15002
40510,Garfield-South Elevated,2024,5,19234
41140,King Drive,2024,5,7256
40720,East 63rd-Cottage Grove,2024,5,16126
40940,Halsted/63rd,2024,5,8876
40290,Ashland/63rd,2024,5,16884
41290,Kimball,2024,5,77487
41180,Kedzie-Brown,2024,5,37689
40870,Francisco,2024,5,27069
41010,Rockwell,2024,5,26600
41480,Western-Brown,2024,5,62664
40090,Damen-Brown,2024,5,45967
41500,Montrose-Brown,2024,5,40124
41460,Irving Park-Brown,2024,5,45556
41440,Addison-Brown,2024,5,34409
41310,Paulina,2024,5,47304
40360,Southport,2024,5,64030
41210,Wellington,2024,5,49609
40530,Diversey,2024,5,84337
40660,Armitage,2024,5,81676
40800,Sedgwick,2024,5,74342
40710,Chicago/Franklin,2024,5,112650
40460,Merchandise Mart,2024,5,106447
40930,Midway Airport,2024,5,145147
40960,Pulaski-Orange,2024,5,85904
41150,Kedzie-Midway,2024,5,61761
40310,Western-Orange,2024,5,65575
40120,35th/Archer,2024,5,49292
41060,Ashland-Orange,2024,5,31928
41130,Halsted-Orange,2024,5,41795
40730,Washington/Wells,2024,5,111465
40040,Quincy/Wells,2024,5,119109
40160,LaSalle/Van Buren,2024,5,42246
40850,Library,2024,5,72617
40680,Adams/Wabash,2024,5,121811
41700,Washington/Wabash,2024,5,190447
40260,State/Lake,2024,5,224589
40380,Clark/Lake,2024,5,236507
40900,Howard,2024,6,86718
41190,Jarvis,2024,6,28613
40100,Morse,2024,6,70629
41300,Loyola,2024,6,76628
40760,Granville,2024,6,56209
40880,Thorndale,2024,6,49820
41380,Bryn Mawr,2024,6,46643
40340,Berwyn,2024,6,0
41200,Argyle,2024,6,76481
40770,Lawrence,2024,6,0
40540,Wilson,2024,6,5054
40540,Wilson,2024,6,142351
40080,Sheridan,2024,6,77559
41420,Addison-North Main,2024,6,232414
41320,Belmont-North Main,2024,6,214931
41220,Fullerton,2024,6,194714
40650,North/Clybourn,2024,6,90564
40630,Clark/Division,2024,6,140698
41450,Chicago/State,2024,6,217848
40330,Grand/State,2024,6,202896
41660,Lake/State,2024,6,305037
41090,Monroe/State,2024,6,110212
40560,Jackson/State,2024,6,101072
41490,Harrison,2024,6,65993
41400,Roosevelt,2024,6,213753
41000,Cermak-Chinatown,2024,6,103273
40190,Sox-35th-Dan Ryan,2024,6,84598
41230,47th-Dan Ryan,2024,6,39827
41170,Garfield-Dan Ryan,2024,6,47828
40910,63rd-Dan Ryan,2024,6,38940
40990,69th,2024,6,67059
40240,79th,2024,6,87436
41430,87th,2024,6,45674
40450,95th/Dan Ryan,2024,6,120448
41050,Linden,2024,6,17418
41250,Central-Evanston,2024,6,10575
40400,Noyes,2024,6,12777
40520,Foster,2024,6,11780
40050,Davis,2024,6,46307
40690,Dempster,2024,6,12774
40270,Main,2024,6,15899
40840,South Boulevard,2024,6,10376
40140,Dempster-Skokie,2024,6,25837
41680,Oakton-Skokie,2024,6,10783
40890,O'Hare Airport,2024,6,285948
40820,Rosemont,2024,6,110682
40230,Cumberland,2024,6,60005
40750,Harlem-O'Hare,2024,6,36727
41280,Jefferson Park,2024,6,116853
41330,Montrose-O'Hare,2024,6,40212
40550,Irving Park-O'Hare,2024,6,68534
41240,Addison-O'Hare,2024,6,46286
40060,Belmont-O'Hare,2024,6,87484
41020,Logan Square,2024,6,113586
40570,California/Milwaukee,2024,6,85740
40670,Western/Milwaukee,2024,6,85602
40590,Damen/Milwaukee,2024,6,106968
40320,Division/Milwaukee,2024,6,100055
41410,Chicago/Milwaukee,2024,6,68483
40490,Grand/Milwaukee,2024,6,61055
40370,Washington/Dearborn,2024,6,209420
40790,Monroe/Dearborn,2024,6,93233
40070,Jackson/Dearborn,2024,6,82971
41340,LaSalle,2024,6,40833
40430,Clinton-Forest Park,2024,6,49237
40350,UIC-Halsted,2024,6,51772
40470,Racine,2024,6,14757
40810,Medical Center,2024,6,31834
40220,Western-Forest Park,2024,6,16776
40250,Kedzie-Homan-Forest Park,2024,6,24771
40920,Pulaski-Forest Park,2024,6,19298
40970,Cicero-Forest Park,2024,6,15465
40010,Austin-Forest Park,2024,6,16756
40180,Oak Park-Forest Park,2024,6,13918
40980,Harlem-Forest Park,2024,6,10235
40390,Forest Park,2024,6,31801
41030,Polk,2024,6,50617
40830,18th,2024,6,37267
40210,Damen-Cermak,2024,6,29765
40740,Western-Cermak,2024,6,23708
40440,California-Cermak,2024,6,27874
41040,Kedzie-Cermak,2024,6,21675
40780,Central Park,2024,6,21304
40150,Pulaski-Cermak,2024,6,19829
40600,Kostner,2024,6,8173
40420,Cicero-Cermak,2024,6,24951
40580,54th/Cermak,2024,6,42503
40020,Harlem-Lake,2024,6,55419
41350,Oak Park-Lake,2024,6,21379
40610,Ridgeland,2024,6,17993
41260,Austin-Lake,2024,6,25238
40280,Central-Lake,2024,6,31880
40700,Laramie,2024,6,15958
40480,Cicero-Lake,2024,6,19671
40030,Pulaski-Lake,2024,6,22754
41670,Conservatory,2024,6,18335
41070,Kedzie-Lake,2024,6,16318
41360,California-Lake,2024,6,18200
40170,Ashland-Lake,2024,6,50715
41510,Morgan-Lake,2024,6,97934
41160,Clinton-Lake,2024,6,66198
41690,Cermak-McCormick Place,2024,6,33657
41120,35-Bronzeville-IIT,2024,6,21037
40300,Indiana,2024,6,9496
41270,43rd,2024,6,13197
41080,47th-South Elevated,2024,6,15407
40130,51st,2024,6,13883
40510,Garfield-South Elevated,2024,6,17724
41140,King Drive,2024,6,6400
40720,East 63rd-Cottage Grove,2024,6,14832
40940,Halsted/63rd,2024,6,7958
40290,Ashland/63rd,2024,6,14988
41290,Kimball,2024,6,71102
41180,Kedzie-Brown,2024,6,34658
40870,Francisco,2024,6,23738
41010,Rockwell,2024,6,24534
41480,Western-Brown,2024,6,59691
40090,Damen-Brown,2024,6,41321
41500,Montrose-Brown,2024,6,37266
41460,Irving Park-Brown,2024,6,42964
41440,Addison-Brown,2024,6,30046
41310,Paulina,2024,6,44901
40360,Southport,2024,6,61026
41210,Wellington,2024,6,48299
40530,Diversey,2024,6,81181
40660,Armitage,2024,6,68410
40800,Sedgwick,2024,6,74675
40710,Chicago/Franklin,2024,6,106338
40460,Merchandise Mart,2024,6,103827
40930,Midway Airport,2024,6,135837
40960,Pulaski-Orange,2024,6,73105
41150,Kedzie-Midway,2024,6,54671
40310,Western-Orange,2024,6,58984
40120,35th/Archer,2024,6,43432
41060,Ashland-Orange,2024,6,28460
41130,Halsted-Orange,2024,6,41605
40730,Washington/Wells,2024,6,103252
40040,Quincy/Wells,2024,6,114228
40160,LaSalle/Van Buren,2024,6,39705
40850,Library,2024,6,62960
40680,Adams/Wabash,2024,6,102697
41700,Washington/Wabash,2024,6,188237
40260,State/Lake,2024,6,221300
40380,Clark/Lake,2024,6,230406
40900,Howard,2024,7,88377
41190,Jarvis,2024,7,29299
40100,Morse,2024,7,70790
41300,Loyola,2024,7,78420
40760,Granville,2024,7,55946
40880,Thorndale,2024,7,48774
41380,Bryn Mawr,2024,7,45599
40340,Berwyn,2024,7,0
41200,Argyle,2024,7,76113
40770,Lawrence,2024,7,0
40540,Wilson,2024,7,146210
40080,Sheridan,2024,7,71626
41420,Addison-North Main,2024,7,218303
41320,Belmont-North Main,2024,7,194060
41220,Fullerton,2024,7,169308
40650,North/Clybourn,2024,7,93449
40630,Clark/Division,2024,7,138875
41450,Chicago/State,2024,7,228094
40330,Grand/State,2024,7,222461
41660,Lake/State,2024,7,318995
41090,Monroe/State,2024,7,115932
40560,Jackson/State,2024,7,93347
41490,Harrison,2024,7,70336
41400,Roosevelt,2024,7,228915
41000,Cermak-Chinatown,2024,7,114953
40190,Sox-35th-Dan Ryan,2024,7,74694
41230,47th-Dan Ryan,2024,7,37551
41170,Garfield-Dan Ryan,2024,7,51047
40910,63rd-Dan Ryan,2024,7,38171
40990,69th,2024,7,66530
40240,79th,2024,7,88836
41430,87th,2024,7,46357
40450,95th/Dan Ryan,2024,7,124521
41050,Linden,2024,7,19218
41250,Central-Evanston,2024,7,11611
40400,Noyes,2024,7,14232
40520,Foster,2024,7,12196
40050,Davis,2024,7,50095
40690,Dempster,2024,7,13513
40270,Main,2024,7,16474
40840,South Boulevard,2024,7,10846
40140,Dempster-Skokie,2024,7,26949
41680,Oakton-Skokie,2024,7,12013
40890,O'Hare Airport,2024,7,299784
40820,Rosemont,2024,7,114308
40230,Cumberland,2024,7,60762
40750,Harlem-O'Hare,2024,7,38441
41280,Jefferson Park,2024,7,124601
41330,Montrose-O'Hare,2024,7,43264
40550,Irving Park-O'Hare,2024,7,71842
41240,Addison-O'Hare,2024,7,45718
40060,Belmont-O'Hare,2024,7,92194
41020,Logan Square,2024,7,114495
40570,California/Milwaukee,2024,7,87678
40670,Western/Milwaukee,2024,7,88286
40590,Damen/Milwaukee,2024,7,114882
40320,Division/Milwaukee,2024,7,103206
41410,Chicago/Milwaukee,2024,7,68918
40490,Grand/Milwaukee,2024,7,62032
40370,Washington/Dearborn,2024,7,225273
40790,Monroe/Dearborn,2024,7,98912
40070,Jackson/Dearborn,2024,7,82693
41340,LaSalle,2024,7,42889
