year,GEOID,NAME,state,county,tract,pop_total,median_hh_income,hh_total,hh_no_vehicle,disability_total,disability_with,age_65_plus,pct_65_plus,pct_no_vehicle_hh,pct_disabled
2024,17031291600,Census Tract 2916; Cook County; Illinois,17,031,291600,1506,118906.0,626,102,1506,392,263,0.17463479415670652,0.16293929712460065,0.2602921646746348
2024,17031292200,Census Tract 2922; Cook County; Illinois,17,031,292200,2658,50547.0,975,401,2658,579,202,0.07599699021820917,0.4112820512820513,0.2178329571106095
2024,17031292400,Census Tract 2924; Cook County; Illinois,17,031,292400,1916,41733.0,722,296,1916,277,226,0.11795407098121086,0.4099722991689751,0.14457202505219208
2024,17031292500,Census Tract 2925; Cook County; Illinois,17,031,292500,3310,56283.0,1435,431,3310,728,646,0.19516616314199395,0.3003484320557491,0.2199395770392749
2024,17031300500,Census Tract 3005; Cook County; Illinois,17,031,300500,3355,87721.0,943,104,3355,728,492,0.1466467958271237,0.1102863202545069,0.21698956780923995
2024,17031300600,Census Tract 3006; Cook County; Illinois,17,031,300600,3260,59097.0,1011,265,3137,825,397,0.12177914110429448,0.26211671612265086,0.2629901179470832
2024,17031300700,Census Tract 3007; Cook County; Illinois,17,031,300700,4329,48435.0,1774,388,4329,859,449,0.10371910371910371,0.21871476888387825,0.19842919842919843
2024,17031300800,Census Tract 3008; Cook County; Illinois,17,031,300800,3764,36349.0,1121,298,3764,1179,437,0.11609989373007439,0.26583407671721676,0.313230605738576
2024,17031300900,Census Tract 3009; Cook County; Illinois,17,031,300900,4267,32378.0,1621,221,4267,1261,658,0.15420670260135927,0.13633559531153608,0.2955237872041247
2024,17031301100,Census Tract 3011; Cook County; Illinois,17,031,301100,2403,52881.0,762,257,2403,646,99,0.04119850187265917,0.33727034120734906,0.2688306283811902
2024,17031301200,Census Tract 3012; Cook County; Illinois,17,031,301200,4087,48160.0,1686,602,4087,637,255,0.06239295326645461,0.3570581257413998,0.15586004404208467
2024,17031301600,Census Tract 3016; Cook County; Illinois,17,031,301600,4228,43077.0,1478,426,4228,727,1124,0.26584673604541154,0.2882273342354533,0.17194891201513718
2024,17031301701,Census Tract 3017.01; Cook County; Illinois,17,031,301701,4496,58678.0,1495,356,4496,943,710,0.15791814946619218,0.23812709030100335,0.2097419928825623
2024,17031301702,Census Tract 3017.02; Cook County; Illinois,17,031,301702,3801,76579.0,1202,206,3801,905,447,0.11760063141278611,0.1713810316139767,0.23809523809523808
2024,17031301801,Census Tract 3018.01; Cook County; Illinois,17,031,301801,4714,51235.0,1209,234,4714,1133,717,0.15210012728044123,0.1935483870967742,0.24034789987271957
2024,17031301802,Census Tract 3018.02; Cook County; Illinois,17,031,301802,2513,32165.0,977,242,2513,586,484,0.19259848786311182,0.24769703172978505,0.23318742538798248
2024,17031301803,Census Tract 3018.03; Cook County; Illinois,17,031,301803,3183,62102.0,1206,356,3183,486,848,0.2664153314483192,0.29519071310116085,0.1526861451460886
2024,17031310200,Census Tract 3102; Cook County; Illinois,17,031,310200,1508,104167.0,798,174,1508,99,153,0.10145888594164457,0.21804511278195488,0.0656498673740053
2024,17031310300,Census Tract 3103; Cook County; Illinois,17,031,310300,1560,78906.0,791,169,1560,221,191,0.12243589743589743,0.213653603034134,0.14166666666666666
2024,17031310400,Census Tract 3104; Cook County; Illinois,17,031,310400,1447,83271.0,699,81,1447,251,97,0.06703524533517623,0.11587982832618025,0.1734623358673117
2024,17031310500,Census Tract 3105; Cook County; Illinois,17,031,310500,1356,63070.0,682,171,1356,70,254,0.1873156342182891,0.250733137829912,0.051622418879056046
2024,17031310600,Census Tract 3106; Cook County; Illinois,17,031,310600,5872,86938.0,2613,617,5872,1014,734,0.125,0.2361270570225794,0.17268392370572208
2024,17031310700,Census Tract 3107; Cook County; Illinois,17,031,310700,1583,76111.0,620,186,1583,289,54,0.034112444725205304,0.3,0.18256475047378395
2024,17031310800,Census Tract 3108; Cook County; Illinois,17,031,310800,4013,69435.0,1824,350,4013,517,321,0.07999003239471716,0.19188596491228072,0.1288312982805881
2024,17031310900,Census Tract 3109; Cook County; Illinois,17,031,310900,4998,84571.0,1926,419,4998,1159,700,0.1400560224089636,0.21754932502596053,0.23189275710284113
2024,17031320101,Census Tract 3201.01; Cook County; Illinois,17,031,320101,8972,125862.0,5606,1920,8968,728,1754,0.19549710209540794,0.34249018908312523,0.08117752007136485
2024,17031320102,Census Tract 3201.02; Cook County; Illinois,17,031,320102,5040,97725.0,2913,1711,5040,498,108,0.02142857142857143,0.5873669756265019,0.0988095238095238
2024,17031320400,Census Tract 3204; Cook County; Illinois,17,031,320400,3530,145278.0,874,270,3530,104,365,0.10339943342776203,0.30892448512585813,0.029461756373937678
2024,17031320600,Census Tract 3206; Cook County; Illinois,17,031,320600,6262,118670.0,3954,2044,6262,284,562,0.08974768444586394,0.5169448659585231,0.045352922389013096
2024,17031330101,Census Tract 3301.01; Cook County; Illinois,17,031,330101,4821,171388.0,2643,181,4821,700,577,0.11968471271520431,0.06848278471433976,0.1451980916822236
2024,17031330102,Census Tract 3301.02; Cook County; Illinois,17,031,330102,11992,120182.0,6904,2025,11992,1235,1022,0.0852234823215477,0.2933082271147161,0.10298532354903268
2024,17031330103,Census Tract 3301.03; Cook County; Illinois,17,031,330103,8408,97758.0,5003,1125,8244,469,590,0.07017126546146527,0.22486508095142915,0.05688985929160602
2024,17031330200,Census Tract 3302; Cook County; Illinois,17,031,330200,3981,143558.0,1772,331,3981,974,577,0.14493845767395128,0.18679458239277652,0.24466214518965085
2024,17031340300,Census Tract 3403; Cook County; Illinois,17,031,340300,1720,53030.0,718,217,1720,296,566,0.32906976744186045,0.3022284122562674,0.17209302325581396
2024,17031340400,Census Tract 3404; Cook County; Illinois,17,031,340400,1702,40583.0,705,108,1702,312,329,0.19330199764982373,0.15319148936170213,0.18331374853113983
2024,17031340500,Census Tract 3405; Cook County; Illinois,17,031,340500,1672,62288.0,999,396,1672,126,643,0.3845693779904306,0.3963963963963964,0.07535885167464115
2024,17031340600,Census Tract 3406; Cook County; Illinois,17,031,340600,1430,21279.0,486,245,1430,565,135,0.0944055944055944,0.5041152263374485,0.3951048951048951
2024,17031350100,Census Tract 3501; Cook County; Illinois,17,031,350100,2435,58295.0,1491,946,2435,63,205,0.08418891170431211,0.6344735077129443,0.025872689938398356
2024,17031350400,Census Tract 3504; Cook County; Illinois,17,031,350400,1457,20515.0,632,405,1457,579,112,0.07687028140013727,0.6408227848101266,0.3973919011667811
2024,17031351000,Census Tract 3510; Cook County; Illinois,17,031,351000,4259,61736.0,2503,1013,4122,335,588,0.13806057760037568,0.4047143427886536,0.08127122755943716
2024,17031351100,Census Tract 3511; Cook County; Illinois,17,031,351100,2000,15921.0,1056,521,2000,770,137,0.0685,0.4933712121212121,0.385
2024,17031351400,Census Tract 3514; Cook County; Illinois,17,031,351400,1387,,749,441,1387,209,164,0.11824080749819754,0.5887850467289719,0.1506849315068493
2024,17031351500,Census Tract 3515; Cook County; Illinois,17,031,351500,973,77206.0,380,133,973,181,56,0.05755395683453238,0.35,0.18602261048304214
2024,17031360200,Census Tract 3602; Cook County; Illinois,17,031,360200,1900,26143.0,797,321,1900,819,209,0.11,0.4027603513174404,0.43105263157894735
2024,17031380100,Census Tract 3801; Cook County; Illinois,17,031,380100,1787,80216.0,988,416,1787,244,473,0.2646894236149972,0.42105263157894735,0.1365416899832121
2024,17031380200,Census Tract 3802; Cook County; Illinois,17,031,380200,1689,17138.0,1161,693,1689,143,936,0.5541740674955595,0.5968992248062015,0.08466548253404381
2024,17031380600,Census Tract 3806; Cook County; Illinois,17,031,380600,4952,49134.0,2136,575,4945,1190,601,0.12136510500807754,0.26919475655430714,0.24064711830131447
2024,17031381200,Census Tract 3812; Cook County; Illinois,17,031,381200,1952,46407.0,1181,210,1952,307,277,0.14190573770491804,0.17781541066892464,0.1572745901639344
2024,17031381400,Census Tract 3814; Cook County; Illinois,17,031,381400,1579,47931.0,756,192,1579,373,131,0.08296390120329322,0.25396825396825395,0.23622545915136162
2024,17031381500,Census Tract 3815; Cook County; Illinois,17,031,381500,669,26738.0,401,166,669,119,224,0.33482810164424515,0.4139650872817955,0.17787742899850523
2024,17031381700,Census Tract 3817; Cook County; Illinois,17,031,381700,0,,0,0,0,0,0,,,
2024,17031381800,Census Tract 3818; Cook County; Illinois,17,031,381800,1448,43281.0,793,277,1434,310,119,0.08218232044198895,0.3493064312736444,0.21617852161785217
2024,17031381900,Census Tract 3819; Cook County; Illinois,17,031,381900,1324,73750.0,526,80,1324,323,132,0.09969788519637462,0.1520912547528517,0.24395770392749244
2024,17031390100,Census Tract 3901; Cook County; Illinois,17,031,390100,1887,55893.0,783,271,1887,586,131,0.06942236354001059,0.34610472541507026,0.31054583995760465
2024,17031390200,Census Tract 3902; Cook County; Illinois,17,031,390200,2012,110806.0,912,142,2012,455,293,0.1456262425447316,0.15570175438596492,0.2261431411530815
2024,17031390300,Census Tract 3903; Cook County; Illinois,17,031,390300,2531,,1440,699,2396,433,534,0.21098380086922164,0.48541666666666666,0.1807178631051753
2024,17031390400,Census Tract 3904; Cook County; Illinois,17,031,390400,2499,38507.0,1477,749,2499,557,547,0.2188875550220088,0.5071090047393365,0.22288915566226492
2024,17031390500,Census Tract 3905; Cook County; Illinois,17,031,390500,1753,83938.0,835,271,1753,368,175,0.09982886480319453,0.32455089820359284,0.20992584141471762
2024,17031390600,Census Tract 3906; Cook County; Illinois,17,031,390600,1898,95542.0,893,212,1898,413,259,0.13645943097997892,0.2374020156774916,0.21759747102212856
2024,17031390700,Census Tract 3907; Cook County; Illinois,17,031,390700,5837,73704.0,3576,1209,5837,813,1524,0.26109302724002054,0.33808724832214765,0.13928387870481412
2024,17031400300,Census Tract 4003; Cook County; Illinois,17,031,400300,1311,90716.0,613,119,1311,177,94,0.07170099160945843,0.19412724306688417,0.13501144164759726
2024,17031400400,Census Tract 4004; Cook County; Illinois,17,031,400400,2059,32235.0,883,300,2054,660,196,0.09519184069936863,0.33975084937712347,0.3213242453748783
2024,17031400500,Census Tract 4005; Cook County; Illinois,17,031,400500,2308,38373.0,1138,429,2308,611,245,0.1061525129982669,0.37697715289982425,0.2647313691507799
2024,17031400800,Census Tract 4008; Cook County; Illinois,17,031,400800,2909,23059.0,1314,635,2909,956,160,0.055001718803712615,0.4832572298325723,0.3286352698521829
2024,17031410100,Census Tract 4101; Cook County; Illinois,17,031,410100,2287,63931.0,1403,576,2287,204,420,0.18364669873196326,0.4105488239486814,0.08919982509838216
2024,17031410200,Census Tract 4102; Cook County; Illinois,17,031,410200,1133,56848.0,720,308,1133,118,58,0.05119152691968226,0.42777777777777776,0.10414827890556046
2024,17031410500,Census Tract 4105; Cook County; Illinois,17,031,410500,2887,65240.0,1521,532,2887,656,213,0.07377900935226879,0.3497698882314267,0.22722549359196398
2024,17031410600,Census Tract 4106; Cook County; Illinois,17,031,410600,2600,49475.0,1213,528,2585,264,216,0.08307692307692308,0.43528441879637264,0.10212765957446808
2024,17031410700,Census Tract 4107; Cook County; Illinois,17,031,410700,2494,45114.0,1253,639,2494,346,209,0.08380112269446673,0.509976057462091,0.13873295910184444
2024,17031410800,Census Tract 4108; Cook County; Illinois,17,031,410800,2770,71989.0,1601,893,2770,237,240,0.08664259927797834,0.5577763897564022,0.0855595667870036
2024,17031410900,Census Tract 4109; Cook County; Illinois,17,031,410900,3693,73828.0,2062,724,3693,399,750,0.20308692120227456,0.3511154219204656,0.10804224207961008
2024,17031411000,Census Tract 4110; Cook County; Illinois,17,031,411000,4548,70893.0,2541,1331,4515,283,1308,0.287598944591029,0.5238095238095238,0.06267995570321151
2024,17031411100,Census Tract 4111; Cook County; Illinois,17,031,411100,2359,117500.0,988,357,2359,486,367,0.155574395930479,0.36133603238866396,0.2060194997880458
2024,17031411200,Census Tract 4112; Cook County; Illinois,17,031,411200,1698,101071.0,824,277,1698,332,426,0.2508833922261484,0.33616504854368934,0.1955241460541814
2024,17031420100,Census Tract 4201; Cook County; Illinois,17,031,420100,1431,,786,420,1431,213,314,0.2194269741439553,0.5343511450381679,0.1488469601677149
2024,17031420200,Census Tract 4202; Cook County; Illinois,17,031,420200,2011,44375.0,696,260,1763,606,307,0.15266036797613128,0.3735632183908046,0.34373227453204763
2024,17031420300,Census Tract 4203; Cook County; Illinois,17,031,420300,2511,42973.0,695,286,2511,223,154,0.06133014735165273,0.4115107913669065,0.08880923934687375
2024,17031420400,Census Tract 4204; Cook County; Illinois,17,031,420400,1463,37946.0,768,442,1463,255,226,0.1544771018455229,0.5755208333333334,0.17429938482570062
2024,17031420500,Census Tract 4205; Cook County; Illinois,17,031,420500,1751,22309.0,879,366,1751,487,387,0.22101656196459166,0.41638225255972694,0.2781267846944603
2024,17031420600,Census Tract 4206; Cook County; Illinois,17,031,420600,2980,52989.0,1031,341,2936,1021,263,0.08825503355704697,0.33074684772065954,0.34775204359673023
2024,17031420700,Census Tract 4207; Cook County; Illinois,17,031,420700,2424,38076.0,1187,428,2424,615,283,0.11674917491749175,0.36057287278854255,0.2537128712871287
2024,17031420800,Census Tract 4208; Cook County; Illinois,17,031,420800,2146,47540.0,1011,308,2146,488,386,0.1798695246971109,0.304648862512364,0.22739981360671016
2024,17031421200,Census Tract 4212; Cook County; Illinois,17,031,421200,2049,45550.0,729,261,2049,406,210,0.10248901903367497,0.35802469135802467,0.19814543679843827
2024,17031430101,Census Tract 4301.01; Cook County; Illinois,17,031,430101,3776,31875.0,1837,625,3776,1015,375,0.0993114406779661,0.3402286336418073,0.2688029661016949
2024,17031430102,Census Tract 4301.02; Cook County; Illinois,17,031,430102,3582,52955.0,2392,1060,3582,572,880,0.24567280848687884,0.4431438127090301,0.15968732551647125
2024,17031430200,Census Tract 4302; Cook County; Illinois,17,031,430200,5792,54479.0,2716,1200,5792,1502,806,0.13915745856353592,0.4418262150220913,0.2593232044198895
2024,17031430300,Census Tract 4303; Cook County; Illinois,17,031,430300,2708,38542.0,1050,419,2706,798,207,0.07644017725258494,0.39904761904761904,0.29490022172949004
2024,17031430400,Census Tract 4304; Cook County; Illinois,17,031,430400,3014,41964.0,1395,534,3000,606,503,0.16688785666887856,0.3827956989247312,0.202
2024,17031430500,Census Tract 4305; Cook County; Illinois,17,031,430500,3531,33322.0,2181,1422,3531,482,528,0.14953271028037382,0.6519944979367263,0.13650523930897762
2024,17031430600,Census Tract 4306; Cook County; Illinois,17,031,430600,1722,43479.0,792,351,1722,327,369,0.21428571428571427,0.4431818181818182,0.18989547038327526
2024,17031430700,Census Tract 4307; Cook County; Illinois,17,031,430700,1983,32786.0,1210,490,1771,220,444,0.22390317700453857,0.4049586776859504,0.12422360248447205
2024,17031430800,Census Tract 4308; Cook County; Illinois,17,031,430800,1935,61750.0,796,118,1935,241,456,0.23565891472868217,0.14824120603015076,0.12454780361757106
2024,17031430900,Census Tract 4309; Cook County; Illinois,17,031,430900,1541,38824.0,844,207,1541,151,507,0.32900713822193384,0.245260663507109,0.09798831927319922
2024,17031431200,Census Tract 4312; Cook County; Illinois,17,031,431200,2892,58661.0,1273,311,2892,433,728,0.2517289073305671,0.24430479183032208,0.14972337482710926
2024,17031431301,Census Tract 4313.01; Cook County; Illinois,17,031,431301,3702,47235.0,1487,375,3702,1118,256,0.06915180983252296,0.25218560860793543,0.30199891950297136
2024,17031431302,Census Tract 4313.02; Cook County; Illinois,17,031,431302,3463,32083.0,1701,776,3463,794,467,0.1348541726826451,0.45620223398001175,0.2292809702570026
2024,17031431400,Census Tract 4314; Cook County; Illinois,17,031,431400,6850,48529.0,3244,1297,6403,1492,1375,0.20072992700729927,0.39981504315659677,0.233015773856005
2024,17031440101,Census Tract 4401.01; Cook County; Illinois,17,031,440101,3582,31894.0,2346,1243,3582,339,678,0.18927973199329984,0.5298380221653879,0.09463986599664992
2024,17031440102,Census Tract 4401.02; Cook County; Illinois,17,031,440102,3185,31563.0,2007,708,3185,452,490,0.15384615384615385,0.35276532137518685,0.14191522762951334
2024,17031440201,Census Tract 4402.01; Cook County; Illinois,17,031,440201,5310,39897.0,2253,783,5292,1164,863,0.16252354048964218,0.34753661784287615,0.2199546485260771
2024,17031440202,Census Tract 4402.02; Cook County; Illinois,17,031,440202,2608,34651.0,1580,620,2608,494,754,0.28911042944785276,0.3924050632911392,0.18941717791411042
2024,17031440300,Census Tract 4403; Cook County; Illinois,17,031,440300,4400,59227.0,2160,222,4400,668,778,0.17681818181818182,0.10277777777777777,0.15181818181818182
2024,17031440600,Census Tract 4406; Cook County; Illinois,17,031,440600,1957,68102.0,746,83,1957,430,348,0.17782319877363312,0.11126005361930295,0.21972406745017883
2024,17031440700,Census Tract 4407; Cook County; Illinois,17,031,440700,1428,81705.0,607,95,1428,418,224,0.1568627450980392,0.15650741350906094,0.2927170868347339
2024,17031440800,Census Tract 4408; Cook County; Illinois,17,031,440800,1977,26890.0,744,266,1977,562,276,0.13960546282245828,0.3575268817204301,0.28426909458775923
2024,17031440900,Census Tract 4409; Cook County; Illinois,17,031,440900,2593,56875.0,1102,96,2593,532,649,0.25028924026224453,0.08711433756805807,0.20516775935210183
2024,17031450300,Census Tract 4503; Cook County; Illinois,17,031,450300,2968,45869.0,1441,306,2968,469,767,0.2584231805929919,0.21235253296322,0.1580188679245283
2024,17031460100,Census Tract 4601; Cook County; Illinois,17,031,460100,2351,42434.0,977,357,2351,541,434,0.18460229689493832,0.3654042988741044,0.2301148447469162
2024,17031460200,Census Tract 4602; Cook County; Illinois,17,031,460200,2196,29022.0,934,377,2196,515,573,0.2609289617486339,0.40364025695931477,0.23451730418943534
2024,17031460301,Census Tract 4603.01; Cook County; Illinois,17,031,460301,2721,44464.0,1234,325,2721,451,485,0.17824329290701948,0.2633711507293355,0.16574788680632122
2024,17031460302,Census Tract 4603.02; Cook County; Illinois,17,031,460302,3309,48263.0,1276,241,3309,756,390,0.11786038077969176,0.18887147335423196,0.22846781504986402
2024,17031460400,Census Tract 4604; Cook County; Illinois,17,031,460400,3817,70169.0,1338,273,3817,881,551,0.14435420487293685,0.2040358744394619,0.2308095362850406
2024,17031460500,Census Tract 4605; Cook County; Illinois,17,031,460500,4954,52768.0,2573,704,4954,748,1527,0.30823576907549455,0.2736105713175282,0.15098909971740007
2024,17031460800,Census Tract 4608; Cook County; Illinois,17,031,460800,4257,36812.0,1297,413,4257,1651,370,0.08691566831101714,0.3184271395528142,0.3878318064364576
2024,17031461000,Census Tract 4610; Cook County; Illinois,17,031,461000,1230,14601.0,734,569,1225,81,579,0.47073170731707314,0.7752043596730245,0.06612244897959184
2024,17031470100,Census Tract 4701; Cook County; Illinois,17,031,470100,2304,47054.0,1035,353,2304,539,757,0.3285590277777778,0.34106280193236715,0.2339409722222222
2024,17031480100,Census Tract 4801; Cook County; Illinois,17,031,480100,1989,72625.0,861,116,1989,464,497,0.2498743086978381,0.13472706155632985,0.23328305681246858
2024,17031480200,Census Tract 4802; Cook County; Illinois,17,031,480200,1029,52132.0,619,168,1029,171,330,0.3206997084548105,0.27140549273021003,0.1661807580174927
2024,17031480300,Census Tract 4803; Cook County; Illinois,17,031,480300,1296,55772.0,507,76,1296,326,341,0.2631172839506173,0.14990138067061143,0.2515432098765432
2024,17031480400,Census Tract 4804; Cook County; Illinois,17,031,480400,4084,70232.0,2359,358,4084,343,1553,0.3802644466209598,0.15175922000847816,0.08398628795298727
2024,17031480500,Census Tract 4805; Cook County; Illinois,17,031,480500,2831,60700.0,1236,259,2831,696,879,0.3104909925821265,0.20954692556634305,0.2458495231367008
2024,17031490200,Census Tract 4902; Cook County; Illinois,17,031,490200,2879,60741.0,1388,170,2879,305,585,0.20319555401180966,0.12247838616714697,0.10593956234803752
2024,17031490500,Census Tract 4905; Cook County; Illinois,17,031,490500,1971,87917.0,725,66,1971,267,448,0.22729578893962454,0.0910344827586207,0.1354642313546423
2024,17031490600,Census Tract 4906; Cook County; Illinois,17,031,490600,1344,71498.0,517,91,1344,356,281,0.20907738095238096,0.1760154738878143,0.2648809523809524
2024,17031490700,Census Tract 4907; Cook County; Illinois,17,031,490700,2494,41667.0,836,99,2494,774,398,0.1595829991980754,0.11842105263157894,0.3103448275862069
2024,17031490800,Census Tract 4908; Cook County; Illinois,17,031,490800,3573,65929.0,1223,271,3573,718,638,0.17856143296949342,0.22158626328699918,0.20095158130422613
2024,17031490901,Census Tract 4909.01; Cook County; Illinois,17,031,490901,2758,33398.0,1276,481,2758,602,476,0.17258883248730963,0.3769592476489028,0.2182741116751269
2024,17031490902,Census Tract 4909.02; Cook County; Illinois,17,031,490902,4725,76333.0,1804,322,4725,1063,1017,0.21523809523809523,0.17849223946784923,0.22497354497354496
2024,17031491000,Census Tract 4910; Cook County; Illinois,17,031,491000,3412,36915.0,1252,361,3412,871,535,0.15679953106682298,0.28833865814696485,0.2552754982415006
2024,17031491100,Census Tract 4911; Cook County; Illinois,17,031,491100,4062,79444.0,1360,229,3803,769,801,0.19719350073855244,0.16838235294117648,0.2022087825400999
2024,17031491200,Census Tract 4912; Cook County; Illinois,17,031,491200,1848,57407.0,664,168,1848,228,579,0.3133116883116883,0.25301204819277107,0.12337662337662338
2024,17031491300,Census Tract 4913; Cook County; Illinois,17,031,491300,2025,37745.0,691,120,2020,501,346,0.1708641975308642,0.1736613603473227,0.24801980198019802
2024,17031491400,Census Tract 4914; Cook County; Illinois,17,031,491400,2515,27381.0,1072,391,2509,403,446,0.17733598409542745,0.36473880597014924,0.16062176165803108
2024,17031500100,Census Tract 5001; Cook County; Illinois,17,031,500100,3283,73780.0,1497,70,3283,647,636,0.19372525129454768,0.04676018704074816,0.19707584526347852
2024,17031500200,Census Tract 5002; Cook County; Illinois,17,031,500200,1769,49028.0,691,241,1769,600,147,0.08309779536461277,0.34876989869753977,0.3391746749576032
2024,17031500300,Census Tract 5003; Cook County; Illinois,17,031,500300,1692,52500.0,894,56,1692,275,440,0.26004728132387706,0.06263982102908278,0.16252955082742318
2024,17031510100,Census Tract 5101; Cook County; Illinois,17,031,510100,3129,72543.0,1225,27,3129,651,680,0.2173218280600831,0.022040816326530613,0.2080536912751678
2024,17031510200,Census Tract 5102; Cook County; Illinois,17,031,510200,2985,68056.0,1174,323,2985,389,668,0.223785594639866,0.27512776831345825,0.1303182579564489
2024,17031510300,Census Tract 5103; Cook County; Illinois,17,031,510300,4344,36232.0,1890,472,4344,981,973,0.22398710865561694,0.24973544973544973,0.22582872928176795
2024,17031520100,Census Tract 5201; Cook County; Illinois,17,031,520100,1816,46786.0,492,51,1816,595,259,0.14262114537444934,0.10365853658536585,0.3276431718061674
2024,17031520200,Census Tract 5202; Cook County; Illinois,17,031,520200,3485,47436.0,1184,217,3485,1052,385,0.11047345767575323,0.18327702702702703,0.3018651362984218
2024,17031520300,Census Tract 5203; Cook County; Illinois,17,031,520300,6186,60639.0,1957,216,6157,1388,680,0.10992563853863563,0.11037301992846194,0.22543446483677115
2024,17031520400,Census Tract 5204; Cook County; Illinois,17,031,520400,3589,50751.0,1396,224,3589,1126,625,0.1741432153803288,0.16045845272206305,0.31373641682920034
2024,17031520500,Census Tract 5205; Cook County; Illinois,17,031,520500,4908,90651.0,1510,95,4908,1248,760,0.15484922575387122,0.06291390728476821,0.254278728606357
2024,17031520600,Census Tract 5206; Cook County; Illinois,17,031,520600,2703,75417.0,809,40,2690,824,340,0.12578616352201258,0.049443757725587144,0.30631970260223046
2024,17031530100,Census Tract 5301; Cook County; Illinois,17,031,530100,1678,30283.0,756,230,1678,241,511,0.3045292014302741,0.30423280423280424,0.1436233611442193
2024,17031530200,Census Tract 5302; Cook County; Illinois,17,031,530200,3779,43800.0,1254,254,3779,689,724,0.1915850754167769,0.2025518341307815,0.18232336596983328
2024,17031530300,Census Tract 5303; Cook County; Illinois,17,031,530300,3482,69177.0,1483,205,3482,606,930,0.2670878805284319,0.13823331085637222,0.17403790924755888
2024,17031530400,Census Tract 5304; Cook County; Illinois,17,031,530400,2102,63750.0,782,201,2102,635,324,0.15413891531874405,0.2570332480818414,0.30209324452902
2024,17031530501,Census Tract 5305.01; Cook County; Illinois,17,031,530501,5885,44292.0,1918,748,5885,1929,717,0.12183517417162278,0.3899895724713243,0.3277824978759558
2024,17031530502,Census Tract 5305.02; Cook County; Illinois,17,031,530502,1335,76500.0,554,38,1335,164,245,0.18352059925093633,0.06859205776173286,0.12284644194756554
2024,17031530503,Census Tract 5305.03; Cook County; Illinois,17,031,530503,3668,52857.0,1390,254,3668,742,799,0.2178298800436205,0.18273381294964028,0.20229007633587787
2024,17031530600,Census Tract 5306; Cook County; Illinois,17,031,530600,2620,66974.0,934,242,2620,293,438,0.16717557251908396,0.25910064239828695,0.11183206106870229
2024,17031540101,Census Tract 5401.01; Cook County; Illinois,17,031,540101,4115,13585.0,1596,528,4115,1666,166,0.04034021871202916,0.3308270676691729,0.4048602673147023
2024,17031540102,Census Tract 5401.02; Cook County; Illinois,17,031,540102,3403,21107.0,1249,408,3403,1487,244,0.07170143990596532,0.3266613290632506,0.43696738172201
2024,17031550100,Census Tract 5501; Cook County; Illinois,17,031,550100,6161,54605.0,2688,285,6160,1492,1021,0.16571985067359196,0.10602678571428571,0.2422077922077922
2024,17031550200,Census Tract 5502; Cook County; Illinois,17,031,550200,2692,78357.0,958,61,2692,754,543,0.20170876671619614,0.06367432150313153,0.2800891530460624
2024,17031560100,Census Tract 5601; Cook County; Illinois,17,031,560100,1197,74318.0,312,34,943,189,331,0.27652464494569756,0.10897435897435898,0.20042417815482502
2024,17031560200,Census Tract 5602; Cook County; Illinois,17,031,560200,1716,58158.0,508,19,1716,476,269,0.15675990675990675,0.03740157480314961,0.2773892773892774
2024,17031560300,Census Tract 5603; Cook County; Illinois,17,031,560300,3343,75473.0,1094,180,3343,840,642,0.19204307508226146,0.16453382084095064,0.25127131319174395
2024,17031560400,Census Tract 5604; Cook County; Illinois,17,031,560400,1438,69148.0,473,73,1438,261,354,0.24617524339360222,0.1543340380549683,0.18150208623087621
2024,17031560700,Census Tract 5607; Cook County; Illinois,17,031,560700,3923,89844.0,1335,55,3923,1020,256,0.06525618149375478,0.04119850187265917,0.2600050981391792
2024,17031560800,Census Tract 5608; Cook County; Illinois,17,031,560800,6415,110417.0,1966,149,6415,1890,669,0.10428682774746688,0.0757884028484232,0.2946219797349961
2024,17031560900,Census Tract 5609; Cook County; Illinois,17,031,560900,5175,115216.0,1879,122,5175,1172,954,0.18434782608695652,0.06492815327301757,0.2264734299516908
2024,17031561000,Census Tract 5610; Cook County; Illinois,17,031,561000,5904,89278.0,2281,115,5904,1041,1287,0.21798780487804878,0.050416483998246386,0.17632113821138212
2024,17031561100,Census Tract 5611; Cook County; Illinois,17,031,561100,5564,103878.0,2135,165,5564,1302,995,0.17882818116462976,0.07728337236533958,0.2340043134435658
2024,17031570100,Census Tract 5701; Cook County; Illinois,17,031,570100,1299,76490.0,431,126,1299,222,162,0.12471131639722864,0.2923433874709977,0.17090069284064666
2024,17031570200,Census Tract 5702; Cook County; Illinois,17,031,570200,2111,,824,293,2111,452,333,0.15774514448128849,0.35558252427184467,0.21411653244907627
2024,17031570300,Census Tract 5703; Cook County; Illinois,17,031,570300,5801,57303.0,1821,535,5801,1345,879,0.1515255990346492,0.29379461834157056,0.23185657645233582
2024,17031570400,Census Tract 5704; Cook County; Illinois,17,031,570400,1668,73475.0,630,105,1668,253,371,0.2224220623501199,0.16666666666666666,0.15167865707434053
2024,17031570500,Census Tract 5705; Cook County; Illinois,17,031,570500,2535,81422.0,801,108,2535,494,345,0.13609467455621302,0.1348314606741573,0.19487179487179487
2024,17031580100,Census Tract 5801; Cook County; Illinois,17,031,580100,2167,40929.0,902,103,2167,274,337,0.15551453622519612,0.11419068736141907,0.12644208583294878
