station_id,station_name,STATION_ID,LONGNAME,LINES,score
40390,Forest Park,390,Forest Park,Blue Line,1.0
40390,Forest Park,1280,Jefferson Park,Blue Line,0.8077922077922078
40390,Forest Park,520,Foster,"Purple Line, Evanston Express",0.7898989898989899
40390,Forest Park,1330,Montrose-O'Hare,Blue Line,0.7118686868686869
40400,Noyes,400,Noyes,"Purple Line, Evanston Express",1.0
40420,Cicero-Cermak,480,Cicero-Lake,Green Line (Lake),0.9156643356643357
40420,Cicero-Cermak,970,Cicero-Congress,Blue Line (Congress),0.8671794871794872
40420,Cicero-Cermak,420,Cicero-Douglas,Pink,0.8373626373626374
40430,Clinton-Forest Park,1160,Clinton-Lake,"Green (Lake), Pink",0.8809409888357257
40430,Clinton-Forest Park,430,Clinton-Congress,Blue Line,0.8763157894736843
40430,Clinton-Forest Park,390,Forest Park,Blue Line,0.7687400318979266
40430,Clinton-Forest Park,780,Central Park,Pink,0.7478947368421053
40440,California-Cermak,1360,California-Lake,Green Line (Lake),0.9370868347338935
40440,California-Cermak,570,California/Milwaukee,Blue Line (O'Hare),0.8998039215686274
40440,California-Cermak,440,California-Douglas,Pink,0.8745098039215686
40440,California-Cermak,470,Racine,Blue Line,0.7287581699346406
40450,95th/Dan Ryan,450,95th/Dan Ryan,Red Line,1.0
40450,95th/Dan Ryan,1230,47th-Dan Ryan,Red Line,0.8974358974358975
40450,95th/Dan Ryan,190,Sox-35th-Dan Ryan,Red Line,0.7652086475615887
40450,95th/Dan Ryan,910,63rd-Dan Ryan,Red Line,0.7578347578347578
40460,Merchandise Mart,460,Merchandise Mart,"Brown, Purple (Express)",1.0
40460,Merchandise Mart,330,Grand/State,Red Line,0.719486531986532
40460,Merchandise Mart,1000,Cermak-Chinatown,Red Line,0.7007575757575758
40470,Racine,470,Racine,Blue Line,1.0
40470,Racine,270,Main,"Purple Line, Evanston Express",0.75
40470,Racine,870,Francisco,Brown Line,0.7296296296296297
40470,Racine,760,Granville,Red Line,0.7296296296296297
40480,Cicero-Lake,480,Cicero-Lake,Green Line (Lake),1.0
40480,Cicero-Lake,420,Cicero-Douglas,Pink,0.8922077922077922
40480,Cicero-Lake,970,Cicero-Congress,Blue Line (Congress),0.8521212121212122
40480,Cicero-Lake,1160,Clinton-Lake,"Green (Lake), Pink",0.8181818181818182
40480,Cicero-Lake,380,Clark/Lake,"Brown, Orange, Pink, Purple (Express), Green, Blue",0.8009090909090909
40480,Cicero-Lake,280,Central-Lake,Green Line (Lake),0.7806818181818183
40480,Cicero-Lake,1360,California-Lake,Green Line (Lake),0.7587878787878789
40480,Cicero-Lake,710,Chicago/Franklin,"Brown, Purple (Express)",0.7475378787878788
40480,Cicero-Lake,1410,Chicago/Milwaukee,Blue Line,0.7376114081996434
40480,Cicero-Lake,260,State/Lake,"Brown, Orange, Pink,  Purple (Express), Green",0.7151515151515152
40480,Cicero-Lake,1070,Kedzie-Lake,Green Line (Lake),0.7099567099567099
40490,Grand/Milwaukee,490,Grand/Milwaukee,Blue Line (O'Hare),1.0
40490,Grand/Milwaukee,590,Damen/Milwaukee,Blue Line,0.8598290598290599
40490,Grand/Milwaukee,330,Grand/State,Red Line,0.8521212121212122
40490,Grand/Milwaukee,760,Granville,Red Line,0.8488888888888889
40490,Grand/Milwaukee,670,Western/Milwaukee,Blue Line (O'Hare),0.8352941176470589
40490,Grand/Milwaukee,1410,Chicago/Milwaukee,Blue Line,0.7797385620915033
40490,Grand/Milwaukee,320,Division/Milwaukee,Blue Line,0.7666666666666667
40490,Grand/Milwaukee,570,California/Milwaukee,Blue Line (O'Hare),0.7363247863247864
40490,Grand/Milwaukee,1260,Austin-Lake,Green Line (Lake),0.7118686868686869
40510,Garfield-South Elevated,510,Garfield-South Elevated,Green Line,1.0
40510,Garfield-South Elevated,1080,47th-South Elevated,Green Line,0.7249936435291127
40520,Foster,520,Foster,"Purple Line, Evanston Express",1.0
40520,Foster,600,Kostner,Pink,0.8492063492063492
40520,Foster,390,Forest Park,Blue Line,0.7898989898989899
40520,Foster,100,Morse,Red Line,0.7000000000000001
40530,Diversey,530,Diversey,"Brown, Purple (Express)",1.0
40540,Wilson,540,Wilson,"Purple, Red Line",1.0
40540,Wilson,1490,Harrison,Red Line,0.7222222222222222
40550,Irving Park-O'Hare,550,Irving Park-O'Hare,Blue Line,1.0
40550,Irving Park-O'Hare,1460,Irving Park-Ravenswood,Brown Line,0.9107323232323231
40560,Jackson/State,560,Jackson/State,Red Line,1.0
40560,Jackson/State,70,Jackson/Dearborn,Blue Line,0.8588461538461538
40560,Jackson/State,1660,Lake/State,Red Line,0.7634615384615385
40560,Jackson/State,330,Grand/State,Red Line,0.7392191142191141
40560,Jackson/State,1450,Chicago/State,Red Line,0.7207977207977208
40570,California/Milwaukee,570,California/Milwaukee,Blue Line (O'Hare),1.0
40570,California/Milwaukee,1360,California-Lake,Green Line (Lake),0.95
40570,California/Milwaukee,440,California-Douglas,Pink,0.8812698412698413
40570,California/Milwaukee,1410,Chicago/Milwaukee,Blue Line,0.771344537815126
40570,California/Milwaukee,380,Clark/Lake,"Brown, Orange, Pink, Purple (Express), Green, Blue",0.7383333333333333
40570,California/Milwaukee,490,Grand/Milwaukee,Blue Line (O'Hare),0.7363247863247864
40570,California/Milwaukee,320,Division/Milwaukee,Blue Line,0.7306878306878307
40570,California/Milwaukee,590,Damen/Milwaukee,Blue Line,0.7166666666666667
40580,54th/Cermak,580,54th/Cermak,Pink,1.0
40580,54th/Cermak,120,35th/Archer,Orange Line,0.7348484848484849
40590,Damen/Milwaukee,590,Damen/Milwaukee,Blue Line,1.0
40590,Damen/Milwaukee,210,Damen,Pink,0.8666666666666666
40590,Damen/Milwaukee,490,Grand/Milwaukee,Blue Line (O'Hare),0.8598290598290599
40590,Damen/Milwaukee,320,Division/Milwaukee,Blue Line,0.815
40590,Damen/Milwaukee,670,Western/Milwaukee,Blue Line (O'Hare),0.7797385620915033
40590,Damen/Milwaukee,1410,Chicago/Milwaukee,Blue Line,0.7631610219845514
40590,Damen/Milwaukee,260,State/Lake,"Brown, Orange, Pink,  Purple (Express), Green",0.7222222222222222
40590,Damen/Milwaukee,570,California/Milwaukee,Blue Line (O'Hare),0.7166666666666667
40590,Damen/Milwaukee,1260,Austin-Lake,Green Line (Lake),0.7118686868686869
40590,Damen/Milwaukee,20,Harlem-Lake,Green Line (Lake),0.7118686868686869
40600,Kostner,600,Kostner,Pink,1.0
40600,Kostner,520,Foster,"Purple Line, Evanston Express",0.8492063492063492
40610,Ridgeland,610,Ridgeland,Green Line (Lake),1.0
40610,Ridgeland,1170,Garfield-Dan Ryan,Red Line,0.7320261437908496
40610,Ridgeland,1510,Morgan,"Green (Lake), Pink",0.7037037037037037
40610,Ridgeland,1050,Linden,"Purple Line, Evanston Express",0.7037037037037037
40630,Clark/Division,630,Clark/Division,Red Line,1.0
40630,Clark/Division,1490,Harrison,Red Line,0.7261904761904763
40650,North/Clybourn,650,North/Clybourn,Red Line,1.0
40660,Armitage,660,Armitage,"Brown, Purple (Express)",1.0
40660,Armitage,700,Laramie,Green Line (Lake),0.8134920634920636
40670,Western/Milwaukee,670,Western/Milwaukee,Blue Line (O'Hare),1.0
40670,Western/Milwaukee,310,Western-Midway,Orange Line,0.9126050420168067
40670,Western/Milwaukee,740,Western-Douglas,Pink,0.8578966131907309
40670,Western/Milwaukee,490,Grand/Milwaukee,Blue Line (O'Hare),0.8352941176470589
40670,Western/Milwaukee,1480,Western-Ravenswood,Brown Line,0.8334521687462864
40670,Western/Milwaukee,590,Damen/Milwaukee,Blue Line,0.7797385620915033
40670,Western/Milwaukee,320,Division/Milwaukee,Blue Line,0.7352941176470589
40670,Western/Milwaukee,1260,Austin-Lake,Green Line (Lake),0.708457120221826
40680,Adams/Wabash,680,Adams/Wabash,"Brown, Orange, Pink,  Purple (Express), Green",1.0
40680,Adams/Wabash,410,Roosevelt/Wabash,Orange & Green Lines,0.7222222222222222
40690,Dempster,690,Dempster,"Purple Line, Evanston Express",1.0
40690,Dempster,140,Dempster-Skokie,Yellow Line,0.9066666666666666
40700,Laramie,700,Laramie,Green Line (Lake),1.0
40700,Laramie,660,Armitage,"Brown, Purple (Express)",0.8134920634920636
40700,Laramie,1340,LaSalle,Blue Line,0.7714285714285715
40700,Laramie,380,Clark/Lake,"Brown, Orange, Pink, Purple (Express), Green, Blue",0.7380952380952381
40710,Chicago/Franklin,710,Chicago/Franklin,"Brown, Purple (Express)",1.0
40710,Chicago/Franklin,1410,Chicago/Milwaukee,Blue Line,0.857843137254902
40710,Chicago/Franklin,1450,Chicago/State,Red Line,0.8509615384615385
40710,Chicago/Franklin,480,Cicero-Lake,Green Line (Lake),0.7475378787878788
40710,Chicago/Franklin,1360,California-Lake,Green Line (Lake),0.74
40720,East 63rd-Cottage Grove,720,Cottage Grove,Green Line,0.7268673355629877
40730,Washington/Wells,730,Washington/Wells,"Brown, Orange, Pink, Purple (Express)",1.0
40730,Washington/Wells,1700,Washington/Wabash,"Brown, Orange, Pink,  Purple (Express), Green",0.9154411764705882
40730,Washington/Wells,370,Washington/Dearborn,Blue Line,0.8763157894736843
40730,Washington/Wells,10,Austin-Congress,Blue Line,0.7463383838383839
40730,Washington/Wells,1210,Wellington,"Brown, Purple (Express)",0.74125
40740,Western-Cermak,310,Western-Midway,Orange Line,0.8857142857142858
40740,Western-Cermak,670,Western/Milwaukee,Blue Line (O'Hare),0.8792717086834734
40740,Western-Cermak,220,Western-Congress,Blue Line (Congress),0.876461038961039
40740,Western-Cermak,1480,Western-Ravenswood,Brown Line,0.8611832611832613
40740,Western-Cermak,740,Western-Douglas,Pink,0.8485714285714285
40750,Harlem-O'Hare,750,Harlem-O'Hare,Blue Line (O'Hare),1.0
40750,Harlem-O'Hare,20,Harlem-Lake,Green Line (Lake),0.9020979020979021
40750,Harlem-O'Hare,980,Harlem-Congress,Blue Line (Congress),0.8871794871794872
40750,Harlem-O'Hare,60,Belmont-O'Hare,Blue Line,0.7611721611721611
40750,Harlem-O'Hare,1330,Montrose-O'Hare,Blue Line,0.7452991452991453
40760,Granville,760,Granville,Red Line,1.0
40760,Granville,490,Grand/Milwaukee,Blue Line (O'Hare),0.8488888888888889
40760,Granville,1200,Argyle,Red Line,0.7296296296296297
40760,Granville,470,Racine,Blue Line,0.7296296296296297
40770,Lawrence,770,Lawrence,Red Line,1.0
40780,Central Park,780,Central Park,Pink,1.0
40780,Central Park,280,Central-Lake,Green Line (Lake),0.9333333333333333
40780,Central Park,1250,Central-Evanston,"Purple Line, Evanston Express",0.8625
40780,Central Park,380,Clark/Lake,"Brown, Orange, Pink, Purple (Express), Green, Blue",0.7421428571428572
40790,Monroe/Dearborn,790,Monroe/Dearborn,Blue Line,1.0
40790,Monroe/Dearborn,1330,Montrose-O'Hare,Blue Line,0.8543434343434343
40790,Monroe/Dearborn,1090,Monroe/State,Red Line,0.8477777777777779
40790,Monroe/Dearborn,1500,Montrose-Ravenswood,Brown Line,0.8284795321637427
40790,Monroe/Dearborn,70,Jackson/Dearborn,Blue Line,0.7766414141414142
40800,Sedgwick,800,Sedgwick,"Brown, Purple (Express)",1.0
40810,Medical Center,460,Merchandise Mart,"Brown, Purple (Express)",0.7625541125541125
40820,Rosemont,820,Rosemont,Blue Line,1.0
40820,Rosemont,1090,Monroe/State,Red Line,0.7638888888888888
40820,Rosemont,1330,Montrose-O'Hare,Blue Line,0.7194444444444444
40830,18th,830,18th,Pink,1.0
40830,18th,1430,87th,Red Line,0.8333333333333334
40840,South Boulevard,840,South Boulevard,"Purple Line, Evanston Express",1.0
40840,South Boulevard,360,Southport,Brown Line,0.8488888888888889
40850,Library,850,Library,"Brown, Orange, Pink, Purple (Express)",1.0
40870,Francisco,870,Francisco,Brown Line,1.0
40870,Francisco,470,Racine,Blue Line,0.7296296296296297
40880,Thorndale,880,Thorndale,Red Line,1.0
40880,Thorndale,900,Howard,"Red, Yellow, Purple, Evanston Express",0.7296296296296297
40890,O'Hare Airport,890,O'Hare Airport,Blue Line,1.0
40900,Howard,900,Howard,"Red, Yellow, Purple, Evanston Express",1.0
40900,Howard,880,Thorndale,Red Line,0.7296296296296297
40910,63rd-Dan Ryan,910,63rd-Dan Ryan,Red Line,1.0
40910,63rd-Dan Ryan,1230,47th-Dan Ryan,Red Line,0.7578347578347578
40910,63rd-Dan Ryan,450,95th/Dan Ryan,Red Line,0.7578347578347578
40910,63rd-Dan Ryan,190,Sox-35th-Dan Ryan,Red Line,0.7191553544494722
40920,Pulaski-Forest Park,30,Pulaski-Lake,Green Line (Lake),0.8809409888357257
40920,Pulaski-Forest Park,920,Pulaski-Congress,Blue Line (Congress),0.8763157894736843
40920,Pulaski-Forest Park,150,Pulaski-Douglas,Pink,0.8442743221690591
40920,Pulaski-Forest Park,960,Pulaski-Midway,Orange Line,0.8233082706766918
40920,Pulaski-Forest Park,390,Forest Park,Blue Line,0.7081339712918661
40930,Midway Airport,930,Midway Airport,Orange Line,1.0
40940,Halsted/63rd,940,Halsted/63rd,Green Line,1.0
40940,Halsted/63rd,1130,Halsted-Midway,Orange Line,0.8785714285714286
40940,Halsted/63rd,290,Ashland/63rd,Green Line (Englewood),0.8222222222222223
40960,Pulaski-Orange,920,Pulaski-Congress,Blue Line (Congress),0.9328296703296703
40960,Pulaski-Orange,30,Pulaski-Lake,Green Line (Lake),0.9095238095238095
40960,Pulaski-Orange,150,Pulaski-Douglas,Pink,0.8856277056277057
40960,Pulaski-Orange,960,Pulaski-Midway,Orange Line,0.8571428571428571
40960,Pulaski-Orange,1310,Paulina,Brown Line,0.7642857142857143
40960,Pulaski-Orange,1260,Austin-Lake,Green Line (Lake),0.7411255411255411
40970,Cicero-Forest Park,480,Cicero-Lake,Green Line (Lake),0.8729292929292929
40970,Cicero-Forest Park,970,Cicero-Congress,Blue Line (Congress),0.8688888888888889
40970,Cicero-Forest Park,420,Cicero-Douglas,Pink,0.8339682539682539
40970,Cicero-Forest Park,390,Forest Park,Blue Line,0.7188552188552189
40970,Cicero-Forest Park,890,O'Hare Airport,Blue Line,0.7023809523809524
40980,Harlem-Forest Park,750,Harlem-O'Hare,Blue Line (O'Hare),0.8846153846153847
40980,Harlem-Forest Park,20,Harlem-Lake,Green Line (Lake),0.8729292929292929
40980,Harlem-Forest Park,980,Harlem-Congress,Blue Line (Congress),0.8688888888888889
40980,Harlem-Forest Park,390,Forest Park,Blue Line,0.7188552188552189
40980,Harlem-Forest Park,890,O'Hare Airport,Blue Line,0.7023809523809524
40990,69th,990,69th,Red Line,1.0
40990,69th,240,79th,Red Line,0.8333333333333334
41000,Cermak-Chinatown,1000,Cermak-Chinatown,Red Line,1.0
41000,Cermak-Chinatown,1250,Central-Evanston,"Purple Line, Evanston Express",0.7733333333333333
41000,Cermak-Chinatown,270,Main,"Purple Line, Evanston Express",0.75
41000,Cermak-Chinatown,460,Merchandise Mart,"Brown, Purple (Express)",0.7007575757575758
41010,Rockwell,1010,Rockwell,Brown Line,1.0
41020,Logan Square,1020,Logan Square,Blue Line,1.0
41020,Logan Square,330,Grand/State,Red Line,0.73989898989899
41020,Logan Square,1660,Lake/State,Red Line,0.7300000000000001
41030,Polk,1030,Polk,Pink,1.0
41040,Kedzie-Cermak,1070,Kedzie-Lake,Green Line (Lake),0.9156643356643357
41040,Kedzie-Cermak,250,Kedzie-Homan,Blue Line (Congress),0.8884615384615385
41040,Kedzie-Cermak,1150,Kedzie-Midway,Orange Line,0.8769230769230769
41040,Kedzie-Cermak,1180,Kedzie-Ravenswood,Brown Line,0.8514932126696833
