year,GEOID,NAME,state,county,tract,pop_total,median_hh_income,hh_total,hh_no_vehicle,disability_total,disability_with,age_65_plus,pct_65_plus,pct_no_vehicle_hh,pct_disabled,transportation_need_index_0_100,need_quintile
2024,17031832200,Census Tract 8322; Cook County; Illinois,17,31,832200,3206,151894,1684,285,3206,531,63,0.019650655021834,0.1692399049881235,0.1656269494697442,24.25,Very Low
2024,17031832300,Census Tract 8323; Cook County; Illinois,17,31,832300,2316,110855,1272,239,2316,192,59,0.025474956822107,0.1878930817610063,0.082901554404145,25.32,Very Low
2024,17031832400,Census Tract 8324; Cook County; Illinois,17,31,832400,3487,137883,1765,308,3487,525,149,0.0427301405219386,0.1745042492917847,0.1505592199598509,25.1,Very Low
2024,17031832500,Census Tract 8325; Cook County; Illinois,17,31,832500,3439,153839,1555,421,3371,719,442,0.1285257342250654,0.2707395498392283,0.2132898249777514,43.0,Low
2024,17031832600,Census Tract 8326; Cook County; Illinois,17,31,832600,4150,220875,1685,404,4150,889,358,0.0862650602409638,0.2397626112759644,0.2142168674698795,35.47,Very Low
2024,17031832900,Census Tract 8329; Cook County; Illinois,17,31,832900,2162,83149,903,306,2162,193,268,0.123959296947271,0.3388704318936877,0.0892691951896392,43.75,Low
2024,17031833000,Census Tract 8330; Cook County; Illinois,17,31,833000,6109,192016,3527,625,6109,713,132,0.0216074643967916,0.1772044230223986,0.1167130463250941,20.04,Very Low
2024,17031833100,Census Tract 8331; Cook County; Illinois,17,31,833100,9022,164825,5528,1241,8981,840,411,0.04555530924407,0.2244934876989869,0.093530787217459,22.81,Very Low
2024,17031833300,Census Tract 8333; Cook County; Illinois,17,31,833300,2861,91500,1412,579,2843,390,281,0.0982174065012233,0.410056657223796,0.1371790362293352,41.83,Low
2024,17031833900,Census Tract 8339; Cook County; Illinois,17,31,833900,2716,35583,795,364,2716,1091,308,0.1134020618556701,0.4578616352201258,0.4016936671575847,78.61,Very High
2024,17031834000,Census Tract 8340; Cook County; Illinois,17,31,834000,3029,29728,1190,395,3029,930,424,0.1399801914823374,0.3319327731092437,0.3070320237702212,78.25,Very High
2024,17031834200,Census Tract 8342; Cook County; Illinois,17,31,834200,4687,60966,2125,369,4687,765,1136,0.2423725197354384,0.1736470588235294,0.1632174098570514,62.39,High
2024,17031834300,Census Tract 8343; Cook County; Illinois,17,31,834300,6103,68527,2526,554,6103,1297,1382,0.2264460101589382,0.2193190815518606,0.2125184335572669,68.43,Very High
2024,17031834400,Census Tract 8344; Cook County; Illinois,17,31,834400,3733,37279,1952,651,3733,722,466,0.1248325743369943,0.3335040983606557,0.1934101259040986,61.3,High
2024,17031834500,Census Tract 8345; Cook County; Illinois,17,31,834500,1616,-666666666,549,75,1616,398,61,0.0377475247524752,0.1366120218579235,0.2462871287128712,57.35,High
2024,17031834600,Census Tract 8346; Cook County; Illinois,17,31,834600,2299,26587,901,454,2299,397,595,0.2588081774684646,0.5038845726970034,0.1726837755545889,76.96,Very High
2024,17031834700,Census Tract 8347; Cook County; Illinois,17,31,834700,1580,40952,660,274,1580,302,211,0.1335443037974683,0.4151515151515151,0.1911392405063291,63.45,Very High
2024,17031834800,Census Tract 8348; Cook County; Illinois,17,31,834800,1780,24207,766,384,1780,436,255,0.1432584269662921,0.5013054830287206,0.2449438202247191,76.1,Very High
2024,17031834900,Census Tract 8349; Cook County; Illinois,17,31,834900,1010,16250,582,312,1010,88,327,0.3237623762376238,0.5360824742268041,0.0871287128712871,74.63,Very High
2024,17031835000,Census Tract 8350; Cook County; Illinois,17,31,835000,5468,56279,1950,662,5468,1114,1057,0.193306510607169,0.3394871794871795,0.2037307973664959,70.12,Very High
2024,17031835100,Census Tract 8351; Cook County; Illinois,17,31,835100,4617,59174,1437,395,4617,982,533,0.1154429283084253,0.2748782185107863,0.2126922243881308,58.27,High
2024,17031835200,Census Tract 8352; Cook County; Illinois,17,31,835200,2057,72931,674,111,2057,353,391,0.1900826446280991,0.1646884272997032,0.171609139523578,55.26,High
2024,17031835500,Census Tract 8355; Cook County; Illinois,17,31,835500,1545,22639,673,339,1545,345,344,0.2226537216828479,0.5037147102526003,0.2233009708737864,82.97,Very High
2024,17031835600,Census Tract 8356; Cook County; Illinois,17,31,835600,725,14184,351,216,725,155,182,0.2510344827586206,0.6153846153846154,0.2137931034482758,84.18,Very High
2024,17031835800,Census Tract 8358; Cook County; Illinois,17,31,835800,2031,65536,938,285,2031,470,187,0.0920728705071393,0.3038379530916844,0.2314130969965534,57.58,High
2024,17031836000,Census Tract 8360; Cook County; Illinois,17,31,836000,2695,88000,1132,281,2695,919,312,0.1157699443413729,0.2482332155477031,0.3410018552875696,61.74,High
2024,17031836100,Census Tract 8361; Cook County; Illinois,17,31,836100,2110,24141,833,366,2110,646,227,0.1075829383886255,0.43937575030012,0.3061611374407583,76.83,Very High
2024,17031836200,Census Tract 8362; Cook County; Illinois,17,31,836200,2281,158889,128,42,2281,104,104,0.0455940377027619,0.328125,0.0455940377027619,24.51,Very Low
2024,17031836300,Census Tract 8363; Cook County; Illinois,17,31,836300,1849,52917,773,279,1849,250,183,0.0989724175229854,0.3609314359637774,0.1352082206598161,50.67,Moderate
2024,17031836400,Census Tract 8364; Cook County; Illinois,17,31,836400,3357,25867,1769,648,3357,619,544,0.1620494489127197,0.3663086489542114,0.1843908251414953,67.16,Very High
2024,17031836500,Census Tract 8365; Cook County; Illinois,17,31,836500,1680,53750,728,315,1680,543,249,0.1482142857142857,0.4326923076923077,0.3232142857142857,78.88,Very High
2024,17031836600,Census Tract 8366; Cook County; Illinois,17,31,836600,2906,76250,1130,317,2900,424,375,0.129043358568479,0.2805309734513274,0.1462068965517241,47.46,Moderate
2024,17031836700,Census Tract 8367; Cook County; Illinois,17,31,836700,3150,78081,1042,210,3150,1094,138,0.0438095238095238,0.201535508637236,0.3473015873015873,57.11,High
2024,17031836800,Census Tract 8368; Cook County; Illinois,17,31,836800,2867,30914,1002,351,2867,720,191,0.0666201604464597,0.3502994011976048,0.2511335891175444,65.66,Very High
2024,17031836900,Census Tract 8369; Cook County; Illinois,17,31,836900,2181,-666666666,625,307,2181,862,126,0.0577716643741403,0.4912,0.3952315451627693,75.14,Very High
2024,17031837000,Census Tract 8370; Cook County; Illinois,17,31,837000,2318,36607,986,552,2318,744,251,0.1082830025884383,0.5598377281947262,0.3209663503019844,77.69,Very High
2024,17031837100,Census Tract 8371; Cook County; Illinois,17,31,837100,1584,49667,756,255,1584,375,257,0.1622474747474747,0.3373015873015873,0.2367424242424242,72.29,Very High
2024,17031837300,Census Tract 8373; Cook County; Illinois,17,31,837300,2164,27431,953,402,1969,362,236,0.1090573012939001,0.4218258132214061,0.1838496698831894,60.93,High
2024,17031837400,Census Tract 8374; Cook County; Illinois,17,31,837400,1956,41279,784,185,1956,614,106,0.0541922290388548,0.235969387755102,0.3139059304703476,66.13,Very High
2024,17031837800,Census Tract 8378; Cook County; Illinois,17,31,837800,2467,33159,1331,577,2433,480,260,0.1053911633563032,0.4335086401202103,0.1972872996300863,62.27,High
2024,17031838000,Census Tract 8380; Cook County; Illinois,17,31,838000,3069,-666666666,1531,658,3069,886,318,0.1036168132942326,0.4297844546048334,0.288693385467579,75.72,Very High
2024,17031838100,Census Tract 8381; Cook County; Illinois,17,31,838100,1873,49458,1241,509,1873,164,289,0.1542979177789642,0.4101531023368251,0.0875600640683395,57.98,High
2024,17031838200,Census Tract 8382; Cook County; Illinois,17,31,838200,1606,83911,415,133,1494,74,127,0.0790784557907845,0.3204819277108434,0.0495314591700133,36.81,Very Low
2024,17031838300,Census Tract 8383; Cook County; Illinois,17,31,838300,3014,114020,1840,716,2985,203,228,0.0756469807564698,0.3891304347826086,0.0680067001675042,32.26,Very Low
2024,17031838600,Census Tract 8386; Cook County; Illinois,17,31,838600,1642,20725,645,216,1473,493,287,0.1747868453105968,0.3348837209302325,0.3346911065852003,85.55,Very High
2024,17031838700,Census Tract 8387; Cook County; Illinois,17,31,838700,4136,34742,1701,548,4136,1140,398,0.0962282398452611,0.3221634332745444,0.2756286266924564,69.88,Very High
2024,17031838800,Census Tract 8388; Cook County; Illinois,17,31,838800,2396,21576,1041,381,2396,453,501,0.2090984974958263,0.3659942363112392,0.1890651085141903,74.06,Very High
2024,17031839000,Census Tract 8390; Cook County; Illinois,17,31,839000,10391,106650,6828,3835,10391,430,1022,0.098354345106342,0.5616578793204452,0.0413819651621595,37.17,Very Low
2024,17031839100,Census Tract 8391; Cook County; Illinois,17,31,839100,8355,132361,4799,2681,7654,402,292,0.034949132256134,0.5586580537612003,0.052521557355631,29.51,Very Low
2024,17031839200,Census Tract 8392; Cook County; Illinois,17,31,839200,2295,39924,1530,615,2295,171,752,0.3276688453159041,0.4019607843137255,0.0745098039215686,71.03,Very High
2024,17031839500,Census Tract 8395; Cook County; Illinois,17,31,839500,1827,49769,801,303,1827,377,603,0.3300492610837438,0.3782771535580524,0.2063492063492063,79.31,Very High
2024,17031839600,Census Tract 8396; Cook County; Illinois,17,31,839600,1687,68102,907,387,1687,154,573,0.3396561944279787,0.4266813671444321,0.0912863070539419,66.48,Very High
2024,17031839700,Census Tract 8397; Cook County; Illinois,17,31,839700,4910,85030,1997,298,4910,926,335,0.0682281059063136,0.1492238357536304,0.1885947046843177,37.44,Very Low
2024,17031839800,Census Tract 8398; Cook County; Illinois,17,31,839800,2747,82361,1163,147,2747,370,392,0.1427011285038223,0.1263972484952708,0.1346923917000364,40.35,Low
2024,17031839900,Census Tract 8399; Cook County; Illinois,17,31,839900,4568,108194,2218,441,4568,658,820,0.1795096322241681,0.1988277727682597,0.1440455341506129,44.96,Low
2024,17031840000,Census Tract 8400; Cook County; Illinois,17,31,840000,2622,99013,1019,13,2622,471,652,0.2486651411136537,0.0127576054955839,0.1796338672768878,39.99,Low
2024,17031840100,Census Tract 8401; Cook County; Illinois,17,31,840100,2879,77465,1181,335,2879,607,570,0.1979854116012504,0.283657917019475,0.2108370962139631,64.77,Very High
2024,17031840200,Census Tract 8402; Cook County; Illinois,17,31,840200,2233,56944,896,152,2226,433,506,0.2266009852216748,0.1696428571428571,0.1945193171608266,65.88,Very High
2024,17031840300,Census Tract 8403; Cook County; Illinois,17,31,840300,3548,71205,1304,240,3548,720,646,0.1820744081172491,0.1840490797546012,0.2029312288613303,60.49,High
2024,17031840400,Census Tract 8404; Cook County; Illinois,17,31,840400,3426,111481,1158,99,3426,713,647,0.1888499708114419,0.0854922279792746,0.2081144191476941,46.12,Moderate
2024,17031840700,Census Tract 8407; Cook County; Illinois,17,31,840700,4001,106840,1335,216,4001,806,256,0.0639840039990002,0.1617977528089887,0.2014496375906023,35.32,Very Low
2024,17031840800,Census Tract 8408; Cook County; Illinois,17,31,840800,3457,48750,996,164,3457,947,297,0.0859126410182238,0.1646586345381526,0.2739369395429563,61.79,High
2024,17031841000,Census Tract 8410; Cook County; Illinois,17,31,841000,1280,113106,710,187,1254,144,179,0.13984375,0.2633802816901408,0.1148325358851674,38.22,Low
2024,17031841100,Census Tract 8411; Cook County; Illinois,17,31,841100,7324,44083,2875,1076,7248,1005,1440,0.196613872200983,0.3742608695652173,0.138658940397351,66.46,Very High
2024,17031841200,Census Tract 8412; Cook County; Illinois,17,31,841200,5004,71250,1842,714,5004,1061,770,0.153876898481215,0.3876221498371335,0.2120303756994404,62.83,High
2024,17031841300,Census Tract 8413; Cook County; Illinois,17,31,841300,3970,62214,1884,464,3970,615,440,0.1108312342569269,0.2462845010615711,0.1549118387909319,48.77,Moderate
2024,17031841500,Census Tract 8415; Cook County; Illinois,17,31,841500,2735,27029,889,315,2735,1020,251,0.0917733089579524,0.3543307086614173,0.3729433272394881,74.73,Very High
2024,17031841700,Census Tract 8417; Cook County; Illinois,17,31,841700,1249,67560,635,200,1249,60,172,0.1377101681345076,0.3149606299212598,0.0480384307445956,48.23,Moderate
2024,17031841800,Census Tract 8418; Cook County; Illinois,17,31,841800,2249,60179,801,269,2244,681,248,0.1102712316585148,0.3358302122347066,0.303475935828877,69.71,Very High
2024,17031841900,Census Tract 8419; Cook County; Illinois,17,31,841900,6567,141017,1671,329,6567,420,369,0.0561900411146642,0.1968880909634949,0.0639561443581544,22.99,Very Low
2024,17031842000,Census Tract 8420; Cook County; Illinois,17,31,842000,2768,136667,388,44,2160,304,567,0.2048410404624277,0.1134020618556701,0.1407407407407407,39.47,Low
2024,17031842100,Census Tract 8421; Cook County; Illinois,17,31,842100,6780,63304,2190,472,6778,1548,896,0.1321533923303834,0.2155251141552511,0.2283859545588669,59.97,High
2024,17031842200,Census Tract 8422; Cook County; Illinois,17,31,842200,3807,162736,2535,838,3807,219,363,0.0953506698187549,0.3305719921104536,0.0575256107171,28.18,Very Low
2024,17031842300,Census Tract 8423; Cook County; Illinois,17,31,842300,3490,161957,1816,314,3479,305,225,0.0644699140401146,0.1729074889867841,0.0876688703650474,21.5,Very Low
2024,17031842400,Census Tract 8424; Cook County; Illinois,17,31,842400,2855,78494,1327,293,2794,554,718,0.2514886164623467,0.2207987942727957,0.1982820329277022,64.56,Very High
2024,17031842500,Census Tract 8425; Cook County; Illinois,17,31,842500,3066,36925,1033,592,3066,1287,126,0.0410958904109589,0.5730880929332043,0.4197651663405088,73.4,Very High
2024,17031842600,Census Tract 8426; Cook County; Illinois,17,31,842600,4223,92500,1560,269,4223,819,523,0.1238456073881127,0.1724358974358974,0.1939379587970637,43.61,Low
2024,17031842800,Census Tract 8428; Cook County; Illinois,17,31,842800,7411,67875,2280,179,7411,1701,737,0.099446768317366,0.0785087719298245,0.2295236810147078,47.19,Moderate
2024,17031842900,Census Tract 8429; Cook County; Illinois,17,31,842900,2422,29363,1497,703,2422,311,476,0.1965317919075144,0.4696058784235137,0.1284062758051197,68.96,Very High
2024,17031843000,Census Tract 8430; Cook County; Illinois,17,31,843000,2271,25483,1152,448,2252,456,384,0.1690885072655218,0.3888888888888889,0.2024866785079929,72.08,Very High
2024,17031843100,Census Tract 8431; Cook County; Illinois,17,31,843100,1381,51023,493,152,1381,297,120,0.0868935553946415,0.3083164300202839,0.2150615496017378,57.93,High
2024,17031843200,Census Tract 8432; Cook County; Illinois,17,31,843200,2135,74764,1039,199,2135,299,337,0.1578454332552693,0.1915303176130895,0.1400468384074941,49.1,Moderate
2024,17031843300,Census Tract 8433; Cook County; Illinois,17,31,843300,1718,83393,432,135,1696,417,131,0.0762514551804423,0.3125,0.2458726415094339,53.57,High
2024,17031843400,Census Tract 8434; Cook County; Illinois,17,31,843400,1279,42813,477,104,1279,399,286,0.2236121970289288,0.2180293501048218,0.3119624706802189,84.78,Very High
2024,17031843500,Census Tract 8435; Cook County; Illinois,17,31,843500,8706,70625,204,0,488,66,301,0.034573857110039,0.0,0.1352459016393442,20.33,Very Low
2024,17031843600,Census Tract 8436; Cook County; Illinois,17,31,843600,2974,84403,1394,280,2974,567,319,0.1072629455279085,0.2008608321377331,0.1906523201075992,44.49,Low
2024,17031843700,Census Tract 8437; Cook County; Illinois,17,31,843700,2602,150357,1088,112,2602,698,206,0.0791698693312836,0.1029411764705882,0.2682551883166795,38.12,Low
2024,17031843800,Census Tract 8438; Cook County; Illinois,17,31,843800,1960,58846,710,105,1960,421,373,0.1903061224489796,0.1478873239436619,0.2147959183673469,64.43,Very High
2024,17031843900,Census Tract 8439; Cook County; Illinois,17,31,843900,3712,56923,2124,481,3712,762,676,0.1821120689655172,0.2264595103578154,0.2052801724137931,65.82,Very High
2024,17031844600,Census Tract 8446; Cook County; Illinois,17,31,844600,2081,58144,841,134,1910,360,335,0.1609802979336857,0.159334126040428,0.1884816753926701,56.41,High
2024,17031844700,Census Tract 8447; Cook County; Illinois,17,31,844700,2311,60250,746,76,2311,465,159,0.0688013846819558,0.1018766756032171,0.2012115967113803,43.44,Low
2024,17031980000,Census Tract 9800; Cook County; Illinois,17,31,980000,0,-666666666,0,0,0,0,0,,,,99.26,Very High
2024,17031980100,Census Tract 9801; Cook County; Illinois,17,31,980100,0,-666666666,0,0,0,0,0,,,,99.26,Very High
2024,17031990000,Census Tract 9900; Cook County; Illinois,17,31,990000,0,-666666666,0,0,0,0,0,,,,99.26,Very High
2024,17043840000,Census Tract 8400; DuPage County; Illinois,17,43,840000,3247,90795,955,62,3247,911,335,0.1031721589159224,0.0649214659685863,0.2805666769325531,46.5,Moderate
2024,17043840101,Census Tract 8401.01; DuPage County; Illinois,17,43,840101,5420,92664,1779,61,5420,1298,717,0.1322878228782288,0.0342889263631253,0.2394833948339483,40.65,Low
2024,17043840102,Census Tract 8401.02; DuPage County; Illinois,17,43,840102,4296,91824,1773,81,4296,721,741,0.172486033519553,0.0456852791878172,0.1678305400372439,37.56,Very Low
2024,17043840103,Census Tract 8401.03; DuPage County; Illinois,17,43,840103,5957,90857,2265,42,5957,1103,1391,0.23350679872419,0.0185430463576158,0.1851603155950982,42.07,Low
2024,17043840104,Census Tract 8401.04; DuPage County; Illinois,17,43,840104,6225,81234,2306,21,6173,1222,810,0.1301204819277108,0.0091066782307025,0.1979588530698202,32.8,Very Low
2024,17043840201,Census Tract 8402.01; DuPage County; Illinois,17,43,840201,6189,121486,2572,96,6189,1157,956,0.154467603813217,0.0373250388802488,0.1869445790919373,30.14,Very Low
2024,17043840202,Census Tract 8402.02; DuPage County; Illinois,17,43,840202,5716,124583,1875,57,5587,1110,1470,0.2571728481455563,0.0304,0.1986754966887417,41.45,Low
2024,17043840303,Census Tract 8403.03; DuPage County; Illinois,17,43,840303,3434,62958,1416,34,3419,642,521,0.1517181129877693,0.0240112994350282,0.1877742029833284,41.19,Low
2024,17043840304,Census Tract 8403.04; DuPage County; Illinois,17,43,840304,3627,93030,1576,98,3627,573,1105,0.3046594982078853,0.0621827411167512,0.1579818031430934,47.47,Moderate
2024,17043840600,Census Tract 8406; DuPage County; Illinois,17,43,840600,4831,161600,1816,98,4783,1085,1141,0.2361829848892568,0.0539647577092511,0.2268450763119381,45.16,Moderate
2024,17043840703,Census Tract 8407.03; DuPage County; Illinois,17,43,840703,4757,77927,1704,163,4757,1318,599,0.1259196972882068,0.0956572769953051,0.2770653773386588,55.3,High
2024,17043840704,Census Tract 8407.04; DuPage County; Illinois,17,43,840704,2700,68616,1249,59,2700,457,518,0.1918518518518518,0.0472377902321857,0.1692592592592592,46.84,Moderate
2024,17043840705,Census Tract 8407.05; DuPage County; Illinois,17,43,840705,3669,126000,1188,18,3498,924,771,0.2101390024529844,0.0151515151515151,0.2641509433962264,45.92,Moderate
2024,17043840706,Census Tract 8407.06; DuPage County; Illinois,17,43,840706,3359,98849,1149,40,3359,718,721,0.2146472164334623,0.0348128807658833,0.2137540934802024,46.31,Moderate
2024,17043840801,Census Tract 8408.01; DuPage County; Illinois,17,43,840801,2496,83174,961,91,2279,422,727,0.2912660256410256,0.0946930280957336,0.1851689337428697,55.43,High
2024,17043840802,Census Tract 8408.02; DuPage County; Illinois,17,43,840802,5859,86667,2230,147,5859,1293,1016,0.1734084314729476,0.0659192825112107,0.2206861239119303,49.65,Moderate
2024,17043840901,Census Tract 8409.01; DuPage County; Illinois,17,43,840901,3858,114513,1510,30,3858,964,518,0.1342664593053395,0.0198675496688741,0.2498703991705547,36.4,Very Low
2024,17043840904,Census Tract 8409.04; DuPage County; Illinois,17,43,840904,3830,63531,1553,121,3830,644,268,0.0699738903394255,0.0779137153895685,0.1681462140992167,35.99,Very Low
2024,17043840906,Census Tract 8409.06; DuPage County; Illinois,17,43,840906,3043,93733,1209,231,3043,562,496,0.1629970423923759,0.1910669975186104,0.1846861649687808,48.47,Moderate
2024,17043840907,Census Tract 8409.07; DuPage County; Illinois,17,43,840907,4603,82270,1953,250,4432,886,967,0.2100803823593308,0.1280081925243215,0.1999097472924187,56.43,High
2024,17043840908,Census Tract 8409.08; DuPage County; Illinois,17,43,840908,5089,122708,1508,72,5089,1456,656,0.1289054824130477,0.0477453580901856,0.2861072902338377,41.91,Low
2024,17043840910,Census Tract 8409.10; DuPage County; Illinois,17,43,840910,4243,110428,1499,15,4243,716,536,0.1263257129389582,0.010006671114076,0.1687485269856233,22.22,Very Low
2024,17043840911,Census Tract 8409.11; DuPage County; Illinois,17,43,840911,2768,112798,839,0,2763,636,329,0.1188583815028901,0.0,0.2301845819761129,28.9,Very Low
2024,17043841002,Census Tract 8410.02; DuPage County; Illinois,17,43,841002,3023,128864,1216,31,2879,493,762,0.2520674826331459,0.0254934210526315,0.1712400138937131,36.19,Very Low
2024,17043841003,Census Tract 8410.03; DuPage County; Illinois,17,43,841003,3274,91304,1450,40,3274,520,691,0.2110568112400733,0.0275862068965517,0.1588271227855834,39.11,Low
2024,17043841004,Census Tract 8410.04; DuPage County; Illinois,17,43,841004,3889,110703,1558,87,3889,811,685,0.1761378246335819,0.0558408215661104,0.2085368989457444,41.5,Low
2024,17043841102,Census Tract 8411.02; DuPage County; Illinois,17,43,841102,5951,94141,2156,92,5951,1012,727,0.1221643421273735,0.0426716141001855,0.1700554528650646,29.43,Very Low
2024,17043841103,Census Tract 8411.03; DuPage County; Illinois,17,43,841103,4141,114891,1428,59,4141,890,685,0.1654189809224825,0.0413165266106442,0.214923931417532,38.37,Low
2024,17043841104,Census Tract 8411.04; DuPage County; Illinois,17,43,841104,4135,108849,1463,0,4044,924,794,0.1920193470374848,0.0,0.228486646884273,39.79,Low
2024,17043841108,Census Tract 8411.08; DuPage County; Illinois,17,43,841108,4387,96932,1447,133,4387,1276,500,0.1139731023478459,0.0919143054595715,0.2908593571917027,49.57,Moderate
2024,17043841109,Census Tract 8411.09; DuPage County; Illinois,17,43,841109,3975,62443,1504,30,3975,920,621,0.1562264150943396,0.0199468085106383,0.2314465408805031,49.1,Moderate
2024,17043841110,Census Tract 8411.10; DuPage County; Illinois,17,43,841110,3847,104071,1339,129,3515,780,1141,0.2965947491551858,0.0963405526512322,0.2219061166429587,56.99,High
2024,17043841111,Census Tract 8411.11; DuPage County; Illinois,17,43,841111,3521,96207,1550,98,3521,555,1250,0.3550127804600965,0.0632258064516129,0.1576256745242828,47.92,Moderate
2024,17043841112,Census Tract 8411.12; DuPage County; Illinois,17,43,841112,3093,145272,1223,9,3093,597,493,0.1593921758810216,0.0073589533932951,0.1930164888457808,25.64,Very Low
2024,17043841113,Census Tract 8411.13; DuPage County; Illinois,17,43,841113,3854,94353,1351,150,3854,1083,568,0.1473793461338868,0.1110288675055514,0.2810067462376751,55.37,High
2024,17043841114,Census Tract 8411.14; DuPage County; Illinois,17,43,841114,4769,130316,1889,9,4769,1117,904,0.1895575592367372,0.0047644256220222,0.2342210106940658,37.93,Low
2024,17043841204,Census Tract 8412.04; DuPage County; Illinois,17,43,841204,5482,110164,1712,57,5470,851,1039,0.1895293688434877,0.0332943925233644,0.1555758683729433,33.69,Very Low
2024,17043841205,Census Tract 8412.05; DuPage County; Illinois,17,43,841205,4261,113050,1527,69,4261,772,779,0.1828209340530392,0.0451866404715127,0.1811781272001877,36.3,Very Low
2024,17043841206,Census Tract 8412.06; DuPage County; Illinois,17,43,841206,6148,105100,2120,190,5951,1258,1324,0.2153545868575146,0.0896226415094339,0.2113930431860191,50.84,Moderate
2024,17043841207,Census Tract 8412.07; DuPage County; Illinois,17,43,841207,3192,109327,843,51,3192,758,430,0.1347117794486215,0.0604982206405693,0.237468671679198,40.96,Low
2024,17043841208,Census Tract 8412.08; DuPage County; Illinois,17,43,841208,4779,84322,1803,73,4779,673,518,0.1083908767524586,0.0404880754298391,0.1408244402594685,28.02,Very Low
2024,17043841209,Census Tract 8412.09; DuPage County; Illinois,17,43,841209,3803,92210,1669,39,3803,675,891,0.2342887194320273,0.0233672857998801,0.1774914541151722,41.67,Low
2024,17043841210,Census Tract 8412.10; DuPage County; Illinois,17,43,841210,4217,84440,1663,63,4217,893,434,0.1029167654730851,0.0378833433553818,0.2117619160540668,35.16,Very Low
2024,17043841307,Census Tract 8413.07; DuPage County; Illinois,17,43,841307,5876,151688,1826,16,5876,1290,911,0.1550374404356705,0.008762322015334,0.2195371000680735,29.16,Very Low
2024,17043841308,Census Tract 8413.08; DuPage County; Illinois,17,43,841308,4627,201161,1570,0,4627,1346,518,0.1119515885022692,0.0,0.290901231899719,29.63,Very Low
2024,17043841310,Census Tract 8413.10; DuPage County; Illinois,17,43,841310,3640,208906,1115,14,3640,808,370,0.1016483516483516,0.0125560538116591,0.2219780219780219,21.2,Very Low
2024,17043841312,Census Tract 8413.12; DuPage County; Illinois,17,43,841312,3663,77621,1239,12,3663,972,305,0.0832650832650832,0.009685230024213,0.2653562653562653,38.94,Low
2024,17043841313,Census Tract 8413.13; DuPage County; Illinois,17,43,841313,2780,86331,1170,216,2527,473,754,0.2712230215827338,0.1846153846153846,0.187178472497032,59.88,High
2024,17043841314,Census Tract 8413.14; DuPage County; Illinois,17,43,841314,6258,127434,2023,18,6258,1424,944,0.1508469159475871,0.0088976767177459,0.2275487376158517,31.66,Very Low
2024,17043841315,Census Tract 8413.15; DuPage County; Illinois,17,43,841315,2620,88633,1011,51,2620,555,345,0.1316793893129771,0.0504451038575667,0.2118320610687022,39.06,Low
2024,17043841316,Census Tract 8413.16; DuPage County; Illinois,17,43,841316,3228,144792,1173,0,3228,601,569,0.176270136307311,0.0,0.1861833952912019,26.66,Very Low
2024,17043841318,Census Tract 8413.18; DuPage County; Illinois,17,43,841318,2553,119866,907,21,2553,496,461,0.1805718762240501,0.0231532524807056,0.1942812377594986,34.0,Very Low
2024,17043841320,Census Tract 8413.20; DuPage County; Illinois,17,43,841320,2673,100508,809,7,2673,660,213,0.079685746352413,0.0086526576019777,0.2469135802469135,30.44,Very Low
2024,17043841321,Census Tract 8413.21; DuPage County; Illinois,17,43,841321,2481,154813,781,14,2481,517,250,0.1007658202337767,0.0179257362355953,0.2083837162434502,21.41,Very Low
2024,17043841322,Census Tract 8413.22; DuPage County; Illinois,17,43,841322,4963,111000,1386,12,4963,1213,736,0.1482974007656659,0.0086580086580086,0.2444086238162401,36.25,Very Low
2024,17043841323,Census Tract 8413.23; DuPage County; Illinois,17,43,841323,2835,122794,958,8,2835,703,529,0.1865961199294532,0.0083507306889352,0.2479717813051146,40.79,Low
2024,17043841324,Census Tract 8413.24; DuPage County; Illinois,17,43,841324,2870,116477,877,19,2870,721,471,0.1641114982578397,0.0216647662485746,0.2512195121951219,41.02,Low
2024,17043841325,Census Tract 8413.25; DuPage County; Illinois,17,43,841325,5422,125757,1845,55,5422,1041,899,0.1658059756547399,0.029810298102981,0.1919955735890815,31.37,Very Low
2024,17043841326,Census Tract 8413.26; DuPage County; Illinois,17,43,841326,3603,166250,1256,23,3603,698,611,0.1695809048015542,0.018312101910828,0.1937274493477657,27.92,Very Low
2024,17043841327,Census Tract 8413.27; DuPage County; Illinois,17,43,841327,3789,160446,1345,11,3771,756,622,0.1641594088149907,0.00817843866171,0.2004773269689737,26.9,Very Low
2024,17043841401,Census Tract 8414.01; DuPage County; Illinois,17,43,841401,6695,103226,2208,116,6551,1571,1285,0.1919342793129201,0.0525362318840579,0.2398107159212334,49.56,Moderate
2024,17043841403,Census Tract 8414.03; DuPage County; Illinois,17,43,841403,4044,120750,1558,44,4044,802,771,0.1906528189910979,0.0282413350449293,0.1983184965380811,36.53,Very Low
2024,17043841404,Census Tract 8414.04; DuPage County; Illinois,17,43,841404,3534,182455,1317,0,3534,778,655,0.1853423882286361,0.0,0.22014714204867,31.52,Very Low
2024,17043841501,Census Tract 8415.01; DuPage County; Illinois,17,43,841501,5636,82188,1521,95,5516,1415,814,0.1444286728176011,0.0624589086127547,0.2565264684554024,51.21,Moderate
2024,17043841503,Census Tract 8415.03; DuPage County; Illinois,17,43,841503,4079,99340,928,42,4079,1095,402,0.0985535670507477,0.0452586206896551,0.2684481490561412,40.43,Low
