GEOID,community_area,weight
17031770902,10,0.013228911157081451
17031770902,76,0.9867710888429185
17031430101,42,1.0895447932134452e-05
17031430101,43,0.9999891045520679
17031252101,25,1.0
17031010501,1,1.0
17031020701,2,0.9947741345955948
17031020701,4,4.8773518554937775e-05
17031020701,13,0.005177091885850291
17031010201,1,0.9999918235874536
17031010201,2,8.176412546448588e-06
17031760801,10,0.0003592843997512156
17031760801,76,0.9996407156002487
17031839000,28,0.007319654637486917
17031839000,32,0.992680345362513
17031440201,44,0.9999856156438177
17031440201,69,1.4384356182294049e-05
17031540101,54,1.0
17031834000,44,0.0008688213489620976
17031834000,49,0.999131178651038
17031833900,46,0.9918538522487882
17031833900,48,5.402580635811698e-06
17031833900,52,0.008140745170575916
17031221000,22,1.0
17031221100,22,1.0
17031242800,23,0.0026076462896703406
17031242800,24,0.9973912759589819
17031242800,28,1.0777513477245241e-06
17031242900,24,0.9997600400561746
17031242900,28,0.00023995994382538217
17031243000,24,0.9993983607136672
17031243000,28,0.0006016392863329012
17031243100,24,0.9999463642526085
17031243100,28,5.3635747391410104e-05
17031243200,24,0.9999246803554086
17031243200,28,7.531964459149031e-05
17031243300,24,0.9964360287605278
17031243300,28,0.0035639712394721157
17031243400,24,0.9999219114678489
17031243400,28,7.808853215101596e-05
17031071400,7,1.0
17031110400,11,0.9999640770334407
17031110400,15,3.5922966559348624e-05
17031150600,15,0.9999871119635898
17031150600,17,1.2888036410168604e-05
17031150700,15,1.0
17031150800,15,1.0
17031151100,15,0.9999426339209853
17031151100,19,5.736607901484708e-05
17031151200,15,0.9999077249124599
17031151200,17,1.7827841323259527e-05
17031151200,19,7.444724621676831e-05
17031241500,24,1.0
17031241100,24,1.0
17031241600,24,1.0
17031241300,24,1.0
17031241400,24,1.0
17031243500,24,0.9999119733125654
17031243500,28,8.802668743450187e-05
17031250200,19,0.023818775826967818
17031250200,25,0.9761812241730322
17031250300,19,0.007787829189628234
17031250300,25,0.9922121708103717
17031250400,19,0.0004024063813350573
17031250400,25,0.9995975936186648
17031250500,18,0.0028055492860013494
17031250500,19,0.0005039568531155186
17031250500,25,0.9966904938608832
17031071500,7,0.9931899478395141
17031071500,8,0.006810052160485774
17031071800,7,0.9999317554923641
17031071800,8,6.824450763593781e-05
17031080100,7,4.81931386379099e-05
17031080100,8,0.9999518068613621
17031080300,7,3.502684378291452e-05
17031080300,8,0.999964973156217
17031080400,7,2.3628137384204122e-06
17031080400,8,0.9999976371862616
17031160100,12,1.448203897707756e-09
17031160100,14,5.5478380335738354e-05
17031160100,15,0.0033594398331276546
17031160100,16,0.9965850803383327
17031160200,14,9.53885367285426e-06
17031160200,15,0.001290745044362727
17031160200,16,0.9986997161019644
17031160300,14,2.8955767773662174e-06
17031160300,16,0.9999971044232226
17031160400,14,1.2470819002437386e-05
17031160400,16,0.9999875291809975
17031160700,5,0.0008312625506745497
17031160700,16,0.9991338890577602
17031160700,21,3.4848391565185104e-05
17031221300,22,1.0
17031221500,22,1.0
17031221400,22,1.0
17031250600,25,1.0
17031250700,25,1.0
17031250800,25,1.0
17031251000,25,1.0
17031251100,25,1.0
17031051400,5,0.9966994877335622
17031051400,7,4.995907392430212e-05
17031051400,22,0.003250553192513484
17031060100,3,9.618106455799649e-05
17031060100,6,0.999903818935442
17031060300,5,0.0003596793297557369
17031060300,6,0.9996403206702442
17031060800,3,0.004784323444761792
17031060800,6,0.9952156765552382
17031160800,16,0.9999719234485971
17031160800,21,2.807655140295474e-05
17031160900,16,0.9999547076134682
17031160900,21,4.52923865318132e-05
17031161000,16,0.9999999997353909
17031161000,21,2.64609109748175e-10
17031161100,15,0.0030362174430766642
17031161100,16,0.9969637825569233
17031161200,15,0.001368330916215246
17031161200,16,0.9985577548639085
17031161200,20,7.310665072663087e-05
17031161200,21,8.075691495503191e-07
17031161300,16,0.9998442034345821
17031161300,21,0.00015579656541781536
17031170100,15,5.008540154395456e-05
17031170100,17,0.9999499145984561
17031221600,22,1.0
17031242100,24,1.0
17031242000,24,1.0
17031251200,25,1.0
17031251300,25,1.0
17031051300,5,0.9999130727172135
17031051300,6,3.601154798973239e-05
17031051300,7,5.0915734796772666e-05
17031600700,31,0.020958257704282342
17031600700,60,0.9790417422957176
17031600900,60,1.0
17031821200,53,0.1927973437080136
17031821200,75,0.8072026562919864
17031672000,66,0.010465273814275177
17031672000,67,0.971505681926592
17031672000,71,0.018029044259132706
17031710900,44,0.004600179934738057
17031710900,49,0.0018837667937505289
17031710900,69,2.008253677790621e-07
17031710900,71,0.9935158524461436
17031711000,71,1.0
17031711100,71,1.0
17031711200,70,0.006606974628116977
17031711200,71,0.9933922848625432
17031711200,72,7.405093398096438e-07
17031711500,49,0.010274283473437123
17031711500,71,0.9895129233336957
17031711500,73,0.00021279319286726143
17031711300,71,0.9971513945300613
17031711300,72,0.0027767857070429866
17031711300,73,7.181976289572336e-05
17031711400,71,0.9995317422254828
17031711400,73,0.00046825777451724935
17031270500,26,0.005136444942181007
17031270500,27,0.9947611589915762
17031270500,29,0.0001023960662427749
17031271200,27,1.0
17031271300,27,1.0
17031271400,27,1.0
17031350100,33,0.002693778232309847
17031350100,35,0.9973062217676902
17031350400,33,3.226204226819327e-05
17031350400,34,0.0025532119616856605
17031350400,35,0.9974145259960462
17031351000,35,0.9999443029079463
17031351000,36,5.5697092053628574e-05
17031351400,35,0.9999666097349641
17031351400,38,3.3390265035902036e-05
17031360200,35,0.0008815357176828777
17031360200,36,0.9989835389186419
17031360200,38,0.00013492536367526285
17031430400,43,0.9820773476876486
17031430400,69,0.017922652312351305
17031430600,43,1.0
17031430800,43,1.0
17031430500,43,1.0
17031430900,43,1.0
17031610300,58,2.2400941340675167e-05
17031610300,59,2.9711208871624085e-05
17031610300,61,0.9999478878497876
17031681000,67,5.024117951316383e-05
17031681000,68,0.9999497588204869
17031681100,67,7.169900678091183e-06
17031681100,68,0.9999928300993219
17031680500,61,8.973006771483712e-06
17031680500,67,2.6346128458372596e-05
17031680500,68,0.9999646808647702
17031680900,68,0.999949131072553
17031680900,69,5.086892744699337e-05
17031810000,1,1.0
17031720100,71,2.791542929447431e-09
17031720100,72,0.9993575181566235
17031720100,73,0.000642479051833504
17031720200,72,0.9908902369705936
17031720200,73,0.009109763029406331
17031720300,72,1.0
17031720400,72,1.0
17031720500,72,0.999752527923528
17031720500,74,0.00020477298345813967
17031720500,75,4.269909301388343e-05
17031720600,72,0.9999602454351341
17031720600,75,3.975456486594218e-05
17031720700,72,0.9998862391574708
17031720700,73,3.0305177367020206e-05
17031720700,75,8.345566516223625e-05
17031040600,4,1.0
17031040700,4,0.9893900931612949
17031040700,14,0.01060990683870514
17031040800,4,0.9925492120427196
17031040800,5,9.307922671726396e-05
17031040800,14,0.007357273629608854
17031040800,16,4.351009542309217e-07
17031825801,54,0.023044915848285445
17031825801,55,0.9769550841517145
17031380100,36,0.001614555330118141
17031380100,38,0.9983854446698819
17031380200,35,6.208390058092724e-06
17031380200,36,1.8626755694365154e-09
17031380200,38,0.9999937897472664
17031431200,43,0.9999251089857176
17031431200,46,7.489101428240951e-05
